,Author_A,Author_B,count,aa,ra,jc,pa,path_len,bet_cA,bet_cB,dc_A,dc_B
7011,2182,3618,1,0,0,0,72,1,0.001358964,0.000491871,0.004779607,0.001062135
7012,2184,2403,1,1.795651165,0.558823529,0.095238095,126,1,0.000592102,0.001169891,0.002389804,0.003717472
7013,2184,2495,1,2.192687376,0.402821024,0.3,153,1,0.000592102,0.001400736,0.002389804,0.004514073
7014,2184,2942,1,0,0,0,9,1,0.000592102,0,0.002389804,0.000265534
7015,2184,3113,2,1.749687927,0.299306891,0.333333333,99,1,0.000592102,8.78E-05,0.002389804,0.002920871
7016,2184,3239,1,0.378923182,0.071428571,0.1,18,1,0.000592102,0,0.002389804,0.000531067
7017,2184,3319,2,1.859792642,0.351754443,0.166666667,234,1,0.000592102,0.001177823,0.002389804,0.006903877
7018,2185,2747,1,0.749133717,0.144444444,0.08,72,1,0,0.001480718,0.000796601,0.006372809
7019,2186,2215,1,1.457714107,0.172400141,0.073529412,1330,1,0.007200696,0.001102788,0.00929368,0.010090281
7020,2186,2498,1,0.318928989,0.043478261,0.023809524,280,1,0.007200696,0.001182466,0.00929368,0.00212427
7021,2186,2518,1,1.509819271,0.293154762,0.026666667,4165,1,0.007200696,0.039548935,0.00929368,0.031598513
7022,2186,2526,1,1.37966556,0.139892401,0.106382979,595,1,0.007200696,0.000497353,0.00929368,0.004514073
7023,2186,2727,2,3.461519256,0.926587302,0.194444444,280,1,0.007200696,1.69E-07,0.00929368,0.00212427
7024,2186,2743,1,1.466749099,0.175460116,0.068493151,1505,1,0.007200696,0.002076268,0.00929368,0.01141795
7025,2186,2826,1,0,0,0,490,1,0.007200696,0.000800609,0.00929368,0.003717472
7026,2186,2995,1,2.740171735,0.676587302,0.162162162,280,1,0.007200696,6.56E-06,0.00929368,0.00212427
7027,2186,3226,4,0.506217594,0.04288612,0.042553191,490,1,0.007200696,0.000836545,0.00929368,0.003717472
7028,2186,3228,1,2.765950469,0.69047619,0.157894737,315,1,0.007200696,1.27E-05,0.00929368,0.002389804
7029,2186,3261,1,1.40676154,0.259964859,0.070175439,910,1,0.007200696,0.00298334,0.00929368,0.006903877
7030,2186,3266,1,0.945481195,0.141736695,0.076923077,245,1,0.007200696,0.000342114,0.00929368,0.001858736
7031,2186,3412,1,1.290255433,0.297619048,0.083333333,140,1,0.007200696,0,0.00929368,0.001062135
7032,2186,3415,5,1.135233277,0.342857143,0.052631579,175,1,0.007200696,0.000245353,0.00929368,0.001327669
7033,2186,3593,3,3.461519256,0.926587302,0.194444444,280,1,0.007200696,1.69E-07,0.00929368,0.00212427
7034,2186,3605,2,4.120176458,1.046854374,0.191489362,735,1,0.007200696,0.0019556,0.00929368,0.005576208
7035,2186,3809,1,2.70717174,0.658730159,0.166666667,245,1,0.007200696,0,0.00929368,0.001858736
7036,2186,3832,1,1.153577311,0.236378205,0.057692308,700,1,0.007200696,0.00184646,0.00929368,0.005310674
7037,2186,3861,1,0,0,0,245,1,0.007200696,0.001137528,0.00929368,0.001858736
7038,2186,3947,5,1.764023611,0.300297619,0.084745763,1015,1,0.007200696,0.003658789,0.00929368,0.007700478
7039,2188,2588,1,0.328458739,0.047619048,0.014705882,378,1,0.001507057,0.014298127,0.001593202,0.016728625
7040,2188,2775,1,0.306927676,0.038461538,0.038461538,126,1,0.001507057,0.002788639,0.001593202,0.005576208
7041,2188,3553,1,0.241363138,0.015873016,0.038461538,126,1,0.001507057,0.002255962,0.001593202,0.005576208
7042,2189,2607,4,0.826874603,0.180555556,0.181818182,30,1,0,0.000493073,0.000796601,0.002655337
7043,219,1173,1,1.585385427,0.152747317,0.055045872,1746,1,0.001325244,0.011093463,0.004779607,0.025756771
7044,219,1179,3,0.563168326,0.060144928,0.105263158,54,1,0.001325244,0,0.004779607,0.000796601
7045,219,1190,3,1.294242817,0.112595147,0.054347826,1422,1,0.001325244,0.004642754,0.004779607,0.020977164
7046,219,1245,3,0.725009149,0.048416934,0.078947368,414,1,0.001325244,0.000918799,0.004779607,0.006107276
7047,219,1715,2,0.449485818,0.023410916,0.032258065,828,1,0.001325244,0.001545406,0.004779607,0.012214551
7048,219,2038,1,0.439216994,0.021061967,0.066666667,252,1,0.001325244,0.000157089,0.004779607,0.003717472
7049,219,2617,3,0.556758502,0.058403634,0.03125,864,1,0.001325244,0.004585789,0.004779607,0.012745619
7050,219,2681,1,0,0,0,1260,1,0.001325244,0.015801083,0.004779607,0.018587361
7051,219,3232,3,0.237829513,0.014925373,0.033333333,234,1,0.001325244,0.001962616,0.004779607,0.003451938
7052,219,3302,1,0,0,0,360,1,0.001325244,0.000602128,0.004779607,0.005310674
7053,219,3564,1,1.44776126,0.387120873,0.04,1080,1,0.001325244,0.011792371,0.004779607,0.015932023
7054,219,3935,7,1.79620624,0.239219715,0.075949367,1206,1,0.001325244,0.006169681,0.004779607,0.017790759
7055,219,481,2,0.447454913,0.022967506,0.037037037,684,1,0.001325244,0.005458697,0.004779607,0.010090281
7056,219,513,1,1.154478563,0.35,0.051282051,414,1,0.001325244,0.000799507,0.004779607,0.006107276
7057,219,976,1,0.220623949,0.010752688,0.033333333,234,1,0.001325244,0.001340353,0.004779607,0.003451938
7058,2190,2636,1,1.817594706,0.462727273,0.666666667,25,1,0,0,0.001327669,0.001327669
7059,2190,3171,1,1.817594706,0.462727273,0.666666667,25,1,0,0,0.001327669,0.001327669
7060,2193,2605,1,0,0,0,2,1,2.82E-07,0,0.000531067,0.000265534
7061,2194,2697,11,2.425618725,0.665705839,0.454545455,64,1,0.001333893,0.001998551,0.00212427,0.00212427
7062,2194,2726,1,0.480898347,0.125,0.076923077,48,1,0.001333893,0.001900276,0.00212427,0.001593202
7063,2194,2730,1,0.473678423,0.031385895,0.076923077,160,1,0.001333893,0.000182287,0.00212427,0.005310674
7064,2194,2925,3,1.72707151,0.424039172,0.444444444,40,1,0.001333893,0,0.00212427,0.001327669
7065,2195,2395,1,1.242669869,0.4,0.153846154,36,1,0,0.000848181,0.000796601,0.003186405
7066,2195,3317,1,1.023764539,0.283333333,0.333333333,15,1,0,0.001014381,0.000796601,0.001327669
7067,2195,3989,2,1.023764539,0.283333333,0.333333333,15,1,0,8.92E-05,0.000796601,0.001327669
7068,2197,3198,2,0.621334935,0.2,0.333333333,4,1,0,0,0.000531067,0.000531067
7069,2197,4092,2,1.442695041,0.5,0.166666667,10,1,0,1.83E-06,0.000531067,0.001327669
7070,2198,3892,1,0,0,0,28,1,0,0.005829647,0.000265534,0.007434944
7071,2199,2222,1,2.529153345,0.378283217,0.615384615,110,1,0.001374548,2.56E-05,0.002655337,0.002920871
7072,2199,2510,1,2.60020948,0.413636753,0.4,180,1,0.001374548,0.0002839,0.002655337,0.004779607
7073,2199,3162,2,2.714569581,0.455858975,0.103896104,750,1,0.001374548,0.014682709,0.002655337,0.019915029
7074,2199,3926,1,2.683488426,0.446970086,0.170212766,450,1,0.001374548,0.007081936,0.002655337,0.011949018
7075,22,3068,1,1.442695041,0.5,0.333333333,4,1,0,0,0.000531067,0.000531067
7076,22,3498,2,1.442695041,0.5,0.333333333,4,1,0,0,0.000531067,0.000531067
7077,220,1071,2,1.761336467,0.430691843,0.266666667,88,1,0.000152747,0.000470534,0.00212427,0.002920871
7078,220,1336,1,1.073798198,0.191520468,0.12,160,1,0.000152747,0.002096541,0.00212427,0.005310674
7079,220,1710,2,1.128551086,0.21374269,0.073170732,288,1,0.000152747,0.004729688,0.00212427,0.009559214
7080,220,2171,1,0.756655663,0.14354067,0.133333333,72,1,0.000152747,0.000123679,0.00212427,0.002389804
7081,220,3005,6,2.906728714,0.657858243,0.35,152,1,0.000152747,0.005216652,0.00212427,0.005045141
7082,220,3130,1,1.478003184,0.39354067,0.046875,472,1,0.000152747,0.015307078,0.00212427,0.01566649
7083,220,3470,1,0.952486786,0.130409357,0.214285714,72,1,0.000152747,0.000471217,0.00212427,0.002389804
7084,220,3863,1,1.001901725,0.160489822,0.333333333,32,1,0.000152747,0,0.00212427,0.001062135
7085,2200,2270,8,1.191229815,0.267049808,0.15,130,1,0.000422704,0.005003528,0.002655337,0.003451938
7086,2200,3168,1,0.36067376,0.0625,0.090909091,20,1,0.000422704,0,0.002655337,0.000531067
7087,2200,3785,2,2.689918763,0.566729296,0.095890411,700,1,0.000422704,0.00780621,0.002655337,0.018587361
7088,2201,2739,1,0,0,0,28,1,2.98E-05,0.000163172,0.001062135,0.001858736
7089,2201,2941,5,1.442695041,0.5,0.1,28,1,2.98E-05,0.000755743,0.001062135,0.001858736
7090,2201,3101,2,0,0,0,24,1,2.98E-05,0.000128554,0.001062135,0.001593202
7091,2201,3749,3,0.513898342,0.142857143,0.2,8,1,2.98E-05,0,0.001062135,0.000531067
7092,2202,2288,1,2.37858908,0.611111111,0.185185185,231,1,0.001037503,0.002812183,0.002920871,0.005576208
7093,2202,2888,2,0.93601796,0.236111111,0.125,77,1,0.001037503,0.000585139,0.002920871,0.001858736
7094,2202,2936,1,1.264476699,0.283730159,0.214285714,66,1,0.001037503,0.000207659,0.002920871,0.001593202
7095,2202,3016,3,2.892487422,0.753968254,0.461538462,88,1,0.001037503,6.57E-05,0.002920871,0.00212427
7096,2202,3536,1,1.244047427,0.272222222,0.166666667,110,1,0.001037503,0.000304136,0.002920871,0.002655337
7097,2202,3555,3,2.277706939,0.561507937,0.333333333,99,1,0.001037503,1.58E-05,0.002920871,0.002389804
7098,2202,3614,3,0.455119613,0.111111111,0.066666667,55,1,0.001037503,0.00142563,0.002920871,0.001327669
7099,2203,2761,4,1.442695041,0.5,0.333333333,4,1,0,0,0.000531067,0.000531067
7100,2204,2590,1,3.841499269,0.465374975,0.52,336,1,0,0.001745917,0.003717472,0.006372809
7101,2204,2706,1,3.90307238,0.487810873,0.245283019,728,1,0,0.005656157,0.003717472,0.013807754
7102,2204,3165,1,3.893459938,0.48481942,0.282608696,630,1,0,0.012252023,0.003717472,0.011949018
7103,2204,3717,1,3.872578757,0.477629877,0.371428571,476,1,0,0.002357979,0.003717472,0.009028147
7104,2204,3852,1,3.777234067,0.435613071,0.866666667,196,1,0,0,0.003717472,0.003717472
7105,2205,2775,4,2.597802956,0.731318681,0.227272727,126,1,9.87E-08,0.002788639,0.001593202,0.005576208
7106,2205,2840,2,1.149284758,0.228937729,0.428571429,24,1,9.87E-08,0,0.001593202,0.001062135
7107,2206,2772,1,1.116737279,0.112745098,0.142857143,247,1,0.000292576,0.00125308,0.003451938,0.005045141
7108,2206,2873,10,2.319717223,0.361933738,0.14,572,1,0.000292576,0.005132206,0.003451938,0.011683484
7109,2206,2917,2,1.182430054,0.137145262,0.25,91,1,0.000292576,1.17E-05,0.003451938,0.001858736
7110,2206,3178,4,2.245761168,0.335590722,0.212121212,351,1,0.000292576,0.003574422,0.003451938,0.007169411
7111,2206,3645,2,1.942186802,0.29477453,0.193548387,312,1,0.000292576,0.002308375,0.003451938,0.006372809
7112,2206,3978,2,0.879016979,0.100108225,0.063829787,481,1,0.000292576,0.002772946,0.003451938,0.009824748
7113,2207,2210,1,0,0,0,527,1,0.001744066,0.001014507,0.008231545,0.004514073
7114,2207,2237,1,3.483378869,0.336879216,0.317073171,713,1,0.001744066,0.00224214,0.008231545,0.006107276
7115,2207,2257,1,0.261189257,0.02173913,0.03125,62,1,0.001744066,0,0.008231545,0.000531067
7116,2207,2291,1,1.089887711,0.207957958,0.075,372,1,0.001744066,0.000383243,0.008231545,0.003186405
7117,2207,2577,2,0.687458107,0.124624625,0.060606061,124,1,0.001744066,1.48E-05,0.008231545,0.001062135
7118,2207,2691,1,3.449351734,0.321533948,0.371428571,527,1,0.001744066,0.001169117,0.008231545,0.004514073
7119,2207,2861,1,3.577808075,0.36872957,0.125,2666,1,0.001744066,0.020074647,0.008231545,0.0228359
7120,2207,3058,1,0,0,0,186,1,0.001744066,4.37E-05,0.008231545,0.001593202
7121,2207,3162,1,3.831880958,0.388763274,0.152173913,2325,1,0.001744066,0.014682709,0.008231545,0.019915029
7122,2207,3393,2,1.518324606,0.29265873,0.061538462,1178,1,0.001744066,0.00129055,0.008231545,0.010090281
7123,2207,3695,1,3.518729366,0.350945713,0.25,1054,1,0.001744066,0.004267344,0.008231545,0.009028147
7124,2207,3753,1,0.948647363,0.146363755,0.06122449,651,1,0.001744066,0.000971443,0.008231545,0.005576208
7125,2207,3795,1,0.953686014,0.263513514,0.052631579,279,1,0.001744066,8.62E-05,0.008231545,0.002389804
7126,2207,3955,5,3.950841961,0.945284104,0.09375,2294,1,0.001744066,0.010467992,0.008231545,0.019649495
7127,2207,3987,2,0.796940826,0.072289681,0.090909091,155,1,0.001744066,2.61E-05,0.008231545,0.001327669
7128,2209,3296,1,0.352956124,0.058823529,0.066666667,28,1,0,0.003241458,0.000531067,0.003717472
7129,221,1801,1,3.020550415,0.581318681,0.380952381,180,1,0,0.001239759,0.002389804,0.005310674
7130,221,2480,1,3.025899877,0.583699634,0.363636364,189,1,0,0.002428686,0.002389804,0.005576208
7131,221,2961,1,3.04743094,0.592857143,0.296296296,234,1,0,0.000471284,0.002389804,0.006903877
7132,221,3353,1,2.985089243,0.564652015,0.5,135,1,0,0.000886722,0.002389804,0.003983006
7133,221,3750,1,2.899239003,0.52020757,0.8,81,1,0,0,0.002389804,0.002389804
7134,221,611,1,2.899239003,0.52020757,0.8,81,1,0,0,0.002389804,0.002389804
7135,221,662,1,2.985089243,0.564652015,0.5,135,1,0,0.000103723,0.002389804,0.003983006
7136,221,838,1,2.899239003,0.52020757,0.8,81,1,0,0,0.002389804,0.002389804
7137,2210,2249,1,0.52830654,0.048214286,0.08,170,1,0.001014507,0.000486626,0.004514073,0.002655337
7138,2210,2647,3,1.466838651,0.388528139,0.166666667,68,1,0.001014507,0,0.004514073,0.001062135
7139,2210,3146,1,0.662266939,0.097619048,0.105263158,68,1,0.001014507,1.75E-05,0.004514073,0.001062135
7140,2210,3375,2,1.114774277,0.226785714,0.130434783,153,1,0.001014507,0.000780736,0.004514073,0.002389804
7141,2210,3694,5,2.646482858,0.522387707,0.077777778,1360,1,0.001014507,0.014276109,0.004514073,0.021242698
7142,2210,3851,3,1.660514562,0.375250627,0.121212121,340,1,0.001014507,0.001657686,0.004514073,0.005310674
7143,2210,4018,9,4.726716074,1.242463464,0.357142857,357,1,0.001014507,0.001481997,0.004514073,0.005576208
7144,2213,2450,2,2.137670402,0.619047619,0.19047619,100,1,3.87E-06,0.001470927,0.001327669,0.005310674
7145,2213,2786,1,1.192020456,0.252380952,0.5,20,1,3.87E-06,0,0.001327669,0.001062135
7146,2213,3711,1,1.35525735,0.335714286,0.375,30,1,3.87E-06,3.80E-05,0.001327669,0.001593202
7147,2213,3735,1,0.333808201,0.05,0.1,30,1,3.87E-06,1.78E-05,0.001327669,0.001593202
7148,2214,2797,1,0.9416566,0.143998812,0.142857143,95,1,0.000108541,3.06E-05,0.005045141,0.001327669
7149,2214,3196,1,1.571243124,0.346242082,0.048192771,1292,1,0.000108541,0.015080325,0.005045141,0.018056293
7150,2214,3393,1,4.864104995,0.708148468,0.357142857,722,1,0.000108541,0.00129055,0.005045141,0.010090281
7151,2214,3417,1,4.778338812,0.671964257,0.75,304,1,0.000108541,0,0.005045141,0.00424854
7152,2214,3552,1,4.786056449,0.675640728,0.714285714,323,1,0.000108541,2.57E-05,0.005045141,0.004514073
7153,2214,3630,1,4.873139987,0.711208444,0.319148936,817,1,0.000108541,0.002289391,0.005045141,0.01141795
7154,2214,3675,1,4.820083584,0.690985997,0.555555556,437,1,0.000108541,0.000194748,0.005045141,0.006107276
7155,2214,3828,1,4.778338812,0.671964257,0.75,304,1,0.000108541,0,0.005045141,0.00424854
7156,2214,3951,2,6.202919078,1.042099433,0.321428571,1045,1,0.000108541,0.010170475,0.005045141,0.014604355
7157,2215,2239,1,6.764188176,0.64317146,0.625,1026,1,0.001102788,0.00010778,0.010090281,0.007169411
7158,2215,2294,1,6.776394576,0.647950433,0.568181818,1178,1,0.001102788,0.000904736,0.010090281,0.008231545
7159,2215,2526,1,1.667290811,0.170719468,0.12244898,646,1,0.001102788,0.000497353,0.010090281,0.004514073
7160,2215,2666,1,7.018657369,0.667096609,0.464285714,1672,1,0.001102788,0.001389093,0.010090281,0.011683484
7161,2215,2681,1,6.832223796,0.665922783,0.301204819,2660,1,0.001102788,0.015801083,0.010090281,0.018587361
7162,2215,2706,1,6.814516383,0.660977728,0.384615385,1976,1,0.001102788,0.005656157,0.010090281,0.013807754
7163,2215,2743,13,11.24593626,1.529100314,0.840909091,1634,1,0.001102788,0.002076268,0.010090281,0.01141795
7164,2215,2785,1,6.776394576,0.647950433,0.568181818,1178,1,0.001102788,0.00216734,0.010090281,0.008231545
7165,2215,2839,1,6.815730603,0.661340573,0.378787879,2014,1,0.001102788,0.006381653,0.010090281,0.014073287
7166,2215,3064,1,6.776394576,0.647950433,0.568181818,1178,1,0.001102788,0.000422783,0.010090281,0.008231545
7167,2215,3148,1,7.294784422,0.692438112,0.230769231,4028,1,0.001102788,0.008431698,0.010090281,0.028146575
7168,2215,3624,1,6.760673576,0.641746959,0.641025641,988,1,0.001102788,0,0.010090281,0.006903877
7169,2215,3734,1,2.989280903,0.391436272,0.075757576,3952,1,0.001102788,0.015413128,0.010090281,0.027615507
7170,2215,3955,1,7.061566463,0.678743177,0.302325581,2812,1,0.001102788,0.010467992,0.010090281,0.019649495
7171,2215,3961,1,6.815730603,0.661340573,0.378787879,2014,1,0.001102788,0.005456871,0.010090281,0.014073287
7172,2215,4046,1,6.760673576,0.641746959,0.641025641,988,1,0.001102788,0,0.010090281,0.006903877
7173,2215,4055,1,2.156653863,0.297281553,0.107692308,1292,1,0.001102788,0.001388171,0.010090281,0.009028147
7174,2217,2242,1,0.549691621,0.054278416,0.111111111,99,1,0.000170239,0.002910913,0.002389804,0.002920871
7175,2217,2533,1,0.714006596,0.12539185,0.058823529,243,1,0.000170239,0.004330206,0.002389804,0.007169411
7176,2217,2891,1,0.991769676,0.155769518,0.214285714,72,1,0.000170239,0.000293144,0.002389804,0.00212427
7177,2217,3180,2,0.991769676,0.155769518,0.166666667,108,1,0.000170239,0.00018665,0.002389804,0.003186405
7178,2217,3421,1,0.606826151,0.074074074,0.055555556,261,1,0.000170239,0.007052571,0.002389804,0.007700478
7179,2217,3635,1,0.296974204,0.034482759,0.028571429,243,1,0.000170239,0.002343983,0.002389804,0.007169411
7180,2217,4015,1,1.546638889,0.316483804,0.153846154,189,1,0.000170239,0.001293649,0.002389804,0.005576208
7181,2218,3764,1,0.294014104,0.033333333,0.1,18,1,0,0.000341125,0.000531067,0.002389804
7182,2219,3776,1,1.585907311,0.452380952,0.056603774,208,1,0,0.013012251,0.001062135,0.013807754
7183,222,1021,4,4.61541013,0.616455229,0.211267606,1488,1,0.005825169,0.001175963,0.016463091,0.006372809
7184,222,1073,1,2.755677975,0.304103164,0.114942529,2170,1,0.005825169,0.006138285,0.016463091,0.00929368
7185,222,1102,1,2.628432643,0.402611503,0.094117647,1922,1,0.005825169,0.003373475,0.016463091,0.008231545
7186,222,1163,4,1.691028291,0.292362087,0.072463768,744,1,0.005825169,0.000458175,0.016463091,0.003186405
7187,222,1173,1,7.073925854,0.564063126,0.213740458,6014,1,0.005825169,0.011093463,0.016463091,0.025756771
7188,222,1240,1,8.128692223,0.734998903,0.254098361,5642,1,0.005825169,0.014023979,0.016463091,0.024163569
7189,222,1310,1,7.071367471,0.56350284,0.222222222,5704,1,0.005825169,0.007588206,0.016463091,0.024429102
7190,222,1363,1,6.140204169,0.507247071,0.292682927,2728,1,0.005825169,0.003420612,0.016463091,0.011683484
7191,222,1389,1,6.15137667,0.510743575,0.266666667,3224,1,0.005825169,0.004679584,0.016463091,0.013807754
7192,222,1398,7,1.836508725,0.355287257,0.047169811,3038,1,0.005825169,0.008166904,0.016463091,0.013011152
7193,222,1506,1,0,0,0,434,1,0.005825169,7.86E-05,0.016463091,0.001858736
7194,222,1516,1,6.349659367,0.515255729,0.316455696,2604,1,0.005825169,0.002063391,0.016463091,0.011152416
7195,222,1576,1,6.146143772,0.509141011,0.279069767,2976,1,0.005825169,0.003555263,0.016463091,0.012745619
7196,222,1703,2,8.707645803,0.80970776,0.289473684,5270,1,0.005825169,0.014669766,0.016463091,0.022570366
7197,222,1735,1,7.376951635,0.597190596,0.292929293,4092,1,0.005825169,0.003678321,0.016463091,0.017525226
7198,222,1931,1,2.529768074,0.357946491,0.119402985,806,1,0.005825169,0.000892705,0.016463091,0.003451938
7199,222,1989,1,4.149540501,0.38625007,0.14159292,4154,1,0.005825169,0.006274607,0.016463091,0.017790759
7200,222,2119,1,6.097533863,0.491512806,0.375,1612,1,0.005825169,6.62E-05,0.016463091,0.006903877
7201,222,2148,2,8.205511383,1.009366957,0.294736842,3782,1,0.005825169,0.006003739,0.016463091,0.016197557
7202,222,2287,1,3.616408082,0.460082153,0.162162162,1488,1,0.005825169,0.000827966,0.016463091,0.006372809
7203,222,2298,1,2.46736623,0.272959797,0.104651163,2046,1,0.005825169,0.002491029,0.016463091,0.008762613
7204,222,2408,1,6.093794072,0.489974344,0.380952381,1550,1,0.005825169,0,0.016463091,0.006638343
7205,222,2409,1,3.620398595,0.46174882,0.16,1550,1,0.005825169,0.001842752,0.016463091,0.006638343
7206,222,245,1,2.612711643,0.396408029,0.1,1612,1,0.005825169,0.003062389,0.016463091,0.006903877
7207,222,2481,1,2.067490266,0.120310661,0.065217391,5270,1,0.005825169,0.021000023,0.016463091,0.022570366
7208,222,2709,1,6.118461872,0.499671314,0.338028169,2046,1,0.005825169,0.004675443,0.016463091,0.008762613
7209,222,2754,1,0.466243225,0.028405081,0.024390244,1364,1,0.005825169,0.001931012,0.016463091,0.005841742
7210,222,2773,2,7.678609447,0.887128016,0.221311475,5394,1,0.005825169,0.010027782,0.016463091,0.023101434
7211,222,2774,1,2.923283699,0.435958892,0.08411215,3348,1,0.005825169,0.01435795,0.016463091,0.014338821
7212,222,2873,2,2.727791679,0.29568707,0.104166667,2728,1,0.005825169,0.005132206,0.016463091,0.011683484
7213,222,2880,1,2.529768074,0.357946491,0.119402985,806,1,0.005825169,0.000424561,0.016463091,0.003451938
7214,222,2914,1,3.888353596,0.365550279,0.115384615,5146,1,0.005825169,0.010659397,0.016463091,0.022039299
7215,222,2938,2,2.381312134,0.160200867,0.096153846,3224,1,0.005825169,0.002976816,0.016463091,0.013807754
7216,222,2960,1,3.64748757,0.472337055,0.142857143,2108,1,0.005825169,0.002586502,0.016463091,0.009028147
7217,222,2980,1,3.904200503,0.48924882,0.2,992,1,0.005825169,0.000508502,0.016463091,0.00424854
7218,222,3004,1,6.131503119,0.504333319,0.311688312,2418,1,0.005825169,0.002230131,0.016463091,0.010355815
7219,222,3034,1,8.13704766,0.661202223,0.230215827,6758,1,0.005825169,0.011570584,0.016463091,0.028943176
7220,222,3196,2,9.861538658,1.002311399,0.382978723,4216,1,0.005825169,0.015080325,0.016463091,0.018056293
7221,222,3326,1,6.107487335,0.495491586,0.358208955,1798,1,0.005825169,0.000978518,0.016463091,0.007700478
7222,222,3389,1,3.947173881,0.508925853,0.183098592,1364,1,0.005825169,0.00222263,0.016463091,0.005841742
7223,222,3564,1,6.160222203,0.513307678,0.244897959,3720,1,0.005825169,0.011792371,0.016463091,0.015932023
7224,222,3570,1,0.744186744,0.055261508,0.032258065,2108,1,0.005825169,0.003259174,0.016463091,0.009028147
7225,222,360,1,3.654128169,0.474721793,0.137931034,2294,1,0.005825169,0.003135192,0.016463091,0.009824748
7226,222,3619,1,5.337220367,0.461824621,0.139072848,6820,1,0.005825169,0.020371876,0.016463091,0.02920871
7227,222,3661,3,1.51923945,0.20185172,0.065789474,1178,1,0.005825169,0.001563725,0.016463091,0.005045141
7228,222,3677,1,7.062306008,0.561385392,0.252252252,4774,1,0.005825169,0.006465675,0.016463091,0.020446097
7229,222,3728,1,3.561796689,0.435082153,0.184615385,930,1,0.005825169,9.52E-05,0.016463091,0.003983006
7230,222,385,1,2.374442716,0.231834256,0.134328358,868,1,0.005825169,0.000778852,0.016463091,0.003717472
7231,222,3888,1,3.170423503,0.45886382,0.138888889,1240,1,0.005825169,0.001302366,0.016463091,0.005310674
7232,222,3906,1,6.110447435,0.496641011,0.352941176,1860,1,0.005825169,0.002982616,0.016463091,0.007966012
7233,222,3947,1,2.622665115,0.400386809,0.096385542,1798,1,0.005825169,0.003658789,0.016463091,0.007700478
7234,222,414,1,7.113547904,0.574689465,0.277227723,4154,1,0.005825169,0.007916922,0.016463091,0.017790759
7235,222,428,1,6.40081716,0.52888502,0.284090909,3162,1,0.005825169,0.012820241,0.016463091,0.01354222
7236,222,446,1,2.336333506,0.212353737,0.140625,682,1,0.005825169,0.000475492,0.016463091,0.002920871
7237,222,548,1,3.552142881,0.430320248,0.1875,868,1,0.005825169,0.000475492,0.016463091,0.003717472
7238,222,586,1,3.637051959,0.468415486,0.15,1860,1,0.005825169,0.001703167,0.016463091,0.007966012
7239,222,602,1,6.675301335,0.556225442,0.252427184,4154,1,0.005825169,0.012534129,0.016463091,0.017790759
7240,222,741,1,6.127523646,0.502947317,0.32,2294,1,0.005825169,0.002460758,0.016463091,0.009824748
7241,222,784,1,2.502606928,0.343960477,0.123076923,682,1,0.005825169,0.000605803,0.016463091,0.002920871
7242,222,900,1,0.659378776,0.103741497,0.03030303,372,1,0.005825169,6.59E-05,0.016463091,0.001593202
7243,2220,2229,1,9.429234355,0.59076243,0.547945205,3102,1,0.001398257,0.005362314,0.012480085,0.017525226
7244,2220,2397,1,9.412295289,0.585913945,0.701754386,2350,1,0.001398257,0.007030962,0.012480085,0.013276686
7245,2220,2398,1,9.418374993,0.587732127,0.64516129,2585,1,0.001398257,0.006280005,0.012480085,0.014604355
7246,2220,2457,1,9.421638962,0.588672566,0.615384615,2726,1,0.001398257,0.00375429,0.012480085,0.015400956
7247,2220,2481,1,9.442826691,0.59414924,0.434782609,3995,1,0.001398257,0.021000023,0.012480085,0.022570366
7248,2220,2518,1,9.458674118,0.597510584,0.317460317,5593,1,0.001398257,0.039548935,0.012480085,0.031598513
7249,2220,2575,1,9.418374993,0.587732127,0.64516129,2585,1,0.001398257,0.009108222,0.012480085,0.014604355
7250,2220,2593,1,9.405220196,0.583691723,0.769230769,2115,1,0.001398257,0.002381154,0.012480085,0.011949018
7251,2220,2773,1,9.443998884,0.594419693,0.425531915,4089,1,0.001398257,0.010027782,0.012480085,0.023101434
7252,2220,2838,2,1.519665558,0.316466061,0.081632653,282,1,0.001398257,4.53E-06,0.012480085,0.001593202
7253,2220,2868,1,9.453914377,0.596568151,0.350877193,5029,1,0.001398257,0.016823962,0.012480085,0.028412108
7254,2220,2914,1,9.441613803,0.593865753,0.444444444,3901,1,0.001398257,0.010659397,0.012480085,0.022039299
7255,2220,2997,1,9.453046747,0.596390136,0.357142857,4935,1,0.001398257,0.01332949,0.012480085,0.027881041
7256,2220,3034,1,9.454759152,0.596739633,0.344827586,5123,1,0.001398257,0.011570584,0.012480085,0.028943176
7257,2220,3102,1,9.430087994,0.590988572,0.540540541,3149,1,0.001398257,0.005919284,0.012480085,0.017790759
7258,2220,3121,1,0,0,0,235,1,0.001398257,1.58E-05,0.012480085,0.001327669
7259,2220,3148,1,9.453483486,0.596479983,0.353982301,4982,1,0.001398257,0.008431698,0.012480085,0.028146575
7260,2220,3245,1,9.406728251,0.584174815,0.754716981,2162,1,0.001398257,0.000487881,0.012480085,0.012214551
7261,2220,3619,1,9.455173294,0.596823036,0.341880342,5170,1,0.001398257,0.020371876,0.012480085,0.02920871
7262,2220,3677,1,9.437704617,0.592926932,0.476190476,3619,1,0.001398257,0.006465675,0.012480085,0.020446097
7263,2220,3712,1,9.412295289,0.585913945,0.701754386,2350,1,0.001398257,0.00118373,0.012480085,0.013276686
