,Author_A,Author_B,count,aa,ra,jc,pa,path_len,dc_A,dc_B,cc_A,cc_B,hits_A,hits_B,bet_cA,bet_cB
9284,2735,3446,1,1.519265673,0.415909091,0.103448276,220,1,0.002655337,0.005841742,0.209348245,0.260659621,2.08E-05,0.000392577,0.000395549,0.002300961
9285,2735,4088,1,1.859727432,0.590909091,0.153846154,50,1,0.002655337,0.001327669,0.209348245,0.203314505,2.08E-05,8.61E-06,0.000395549,0.00019121
9286,2736,3574,1,1.160929625,0.351851852,0.222222222,28,1,0.001062135,0.001858736,0.223364681,0.222181205,0.000151247,0.000164858,7.22E-06,2.80E-05
9287,2739,3125,1,1.078300517,0.190559441,0.375,28,1,0.001858736,0.001062135,0.213101383,0.200919704,3.06E-05,9.61E-06,0.000163172,0
9288,2739,3445,3,2.143542387,0.496106967,0.142857143,231,1,0.001858736,0.008762613,0.213101383,0.25767862,3.06E-05,0.000360329,0.000163172,0.00328652
9289,2739,3481,4,2.03967081,0.44948692,0.333333333,91,1,0.001858736,0.003451938,0.213101383,0.228244662,3.06E-05,7.54E-05,0.000163172,0.000430571
9290,274,1784,2,1.226889643,0.15678814,0.235294118,108,1,0.002389804,0.003186405,0.223150066,0.249151708,6.24E-05,0.000357721,0.000179981,0.00013577
9291,274,1885,1,0.402429604,0.083333333,0.090909091,27,1,0.002389804,0.000796601,0.223150066,0.193477757,6.24E-05,9.07E-06,0.000179981,2.99E-07
9292,274,1917,2,1.329217619,0.204407187,0.121212121,252,1,0.002389804,0.007434944,0.223150066,0.244728896,6.24E-05,0.000275801,0.000179981,0.000415352
9293,274,2207,1,1.338112571,0.207863409,0.111111111,279,1,0.002389804,0.008231545,0.223150066,0.269693648,6.24E-05,0.000975049,0.000179981,0.001744066
9294,274,2625,3,1.631586747,0.583333333,0.105263158,108,1,0.002389804,0.003186405,0.223150066,0.23903257,6.24E-05,0.000216373,0.000179981,0.000819693
9295,274,3393,1,1.354411669,0.213805684,0.093023256,342,1,0.002389804,0.010090281,0.223150066,0.257173798,6.24E-05,0.000523007,0.000179981,0.00129055
9296,274,3893,1,0.402429604,0.083333333,0.083333333,36,1,0.002389804,0.001062135,0.223150066,0.213387546,6.24E-05,3.78E-05,0.000179981,5.15E-06
9297,274,4020,1,0,0,0,225,1,0.002389804,0.006638343,0.223150066,0.255217278,6.24E-05,0.000449508,0.000179981,0.001713409
9298,274,503,2,1.268645487,0.177621473,0.19047619,144,1,0.002389804,0.00424854,0.223150066,0.24602513,6.24E-05,0.00029706,0.000179981,0.000221703
9299,2741,3745,1,0.339623272,0.052631579,0.25,6,1,0.000796601,0.000531067,0.19738627,0.195469403,1.02E-05,9.84E-06,2.76E-06,0
9300,2741,3772,3,2.352934268,0.833333333,0.1,57,1,0.000796601,0.005045141,0.19738627,0.25001825,1.02E-05,0.000484857,2.76E-06,0.002104788
9301,2742,3465,2,0.910239227,0.333333333,0.166666667,10,1,0.001327669,0.000531067,0.216555759,0.175853014,7.62E-05,1.55E-06,0.000752012,0
9302,2743,2785,1,6.785429568,0.651010408,0.510204082,1333,1,0.01141795,0.008231545,0.267495383,0.26072715,0.001522606,0.00113512,0.002076268,0.00216734
9303,2743,2839,1,6.824765595,0.664400548,0.352112676,2279,1,0.01141795,0.014073287,0.267495383,0.284242176,0.001522606,0.002010978,0.002076268,0.006381653
9304,2743,3064,1,6.785429568,0.651010408,0.510204082,1333,1,0.01141795,0.008231545,0.267495383,0.260524669,0.001522606,0.001157222,0.002076268,0.000422783
9305,2743,3148,1,7.614486881,0.735498088,0.231404959,4558,1,0.01141795,0.028146575,0.267495383,0.313099699,0.001522606,0.010812629,0.002076268,0.008431698
9306,2743,3444,1,1.216405219,0.16062942,0.075471698,602,1,0.01141795,0.003717472,0.267495383,0.235802905,0.001522606,0.000496616,0.002076268,0.001843159
9307,2743,3624,1,6.769708568,0.644806934,0.568181818,1118,1,0.01141795,0.006903877,0.267495383,0.259027144,0.001522606,0.001124047,0.002076268,0
9308,2743,3734,1,2.998315895,0.394496247,0.072992701,4472,1,0.01141795,0.027615507,0.267495383,0.301922039,0.001522606,0.006718162,0.002076268,0.015413128
9309,2743,3955,1,7.070601455,0.681803152,0.285714286,3182,1,0.01141795,0.019649495,0.267495383,0.280596691,0.001522606,0.00225056,0.002076268,0.010467992
9310,2743,3961,1,6.824765595,0.664400548,0.352112676,2279,1,0.01141795,0.014073287,0.267495383,0.271708099,0.001522606,0.001546553,0.002076268,0.005456871
9311,2743,4046,1,6.769708568,0.644806934,0.568181818,1118,1,0.01141795,0.006903877,0.267495383,0.259027144,0.001522606,0.001124047,0.002076268,0
9312,2743,4055,1,2.165688855,0.300341529,0.1,1462,1,0.01141795,0.009028147,0.267495383,0.262358394,0.001522606,0.000737459,0.002076268,0.001388171
9313,2745,3650,1,0.621334935,0.2,0.2,8,1,0.001062135,0.000531067,0.198345841,0.167762427,3.12E-06,1.61E-07,0.000287499,0
9314,2745,3836,1,1.442695041,0.5,0.125,20,1,0.001062135,0.001327669,0.198345841,0.197231539,3.12E-06,4.98E-06,0.000287499,0.000248454
9315,2746,3684,1,0.970991133,0.13781362,0.375,28,1,0.001062135,0.001858736,0.20695184,0.206994405,1.70E-05,1.70E-05,0,0.00142563
9316,2746,4038,1,1.193682799,0.248412698,0.09375,124,1,0.001062135,0.008231545,0.20695184,0.256823783,1.70E-05,0.000221801,0,0.007868485
9317,2747,3059,1,3.725285593,0.42006826,0.481481481,384,1,0.006372809,0.00424854,0.256213543,0.256692773,0.000570697,0.000561338,0.001480718,0.002916893
9318,2747,3720,1,3.775291885,0.44256826,0.361111111,600,1,0.006372809,0.006638343,0.256213543,0.259516967,0.000570697,0.000720714,0.001480718,0.001383131
9319,2747,3932,1,3.814874322,0.45756826,0.254901961,960,1,0.006372809,0.010621349,0.256213543,0.274250195,0.000570697,0.001118361,0.001480718,0.011408672
9320,2747,3975,8,5.631526283,0.905932767,0.293103448,1224,1,0.006372809,0.01354222,0.256213543,0.272542011,0.000570697,0.001184531,0.001480718,0.007033919
9321,2747,4081,1,1.46767381,0.393369176,0.12,96,1,0.006372809,0.001062135,0.256213543,0.209116248,0.000570697,1.69E-05,0.001480718,0
9322,2749,3064,3,1.225841108,0.165854146,0.125,155,1,0.001327669,0.008231545,0.210018113,0.260524669,0.000102978,0.001157222,0,0.000422783
9323,275,2149,1,0.288539008,0.03125,0.111111111,16,1,0.000531067,0.00212427,0.202632241,0.214692483,8.47E-06,1.70E-05,0,0.000126158
9324,275,2302,2,0.480898347,0.125,0.03030303,64,1,0.000531067,0.008497079,0.202632241,0.261178235,8.47E-06,0.000408932,0,0.004803951
9325,2750,3480,1,0.994796689,0.267857143,0.181818182,30,1,0.002655337,0.000796601,0.200386301,0.16376765,3.77E-06,1.58E-07,0.000839498,0
9326,2751,2919,1,0,0,0,1,1,0.000265534,0.000265534,0.000265534,0.000265534,5.59E-78,5.59E-78,0,0
9327,2752,3279,3,0,0,0,48,1,0.003186405,0.001062135,0.238956897,0.188701275,0.000237721,4.73E-06,0.002258075,0.00142563
9328,2752,3351,1,1.960818611,0.403984414,0.142857143,336,1,0.003186405,0.007434944,0.238956897,0.259071597,0.000237721,0.000966377,0.002258075,0.002321097
9329,2752,3540,1,1.780021892,0.3146987,0.333333333,96,1,0.003186405,0.00212427,0.238956897,0.234575433,0.000237721,0.000194269,0.002258075,0.000102132
9330,2752,3550,1,0.306927676,0.038461538,0.071428571,36,1,0.003186405,0.000796601,0.238956897,0.209435377,0.000237721,3.16E-05,0.002258075,7.60E-06
9331,2752,3713,1,1.977341747,0.410286935,0.12195122,408,1,0.003186405,0.009028147,0.238956897,0.277068954,0.000237721,0.000984782,0.002258075,0.0059228
9332,2752,3789,1,0.276937893,0.027027027,0.015625,636,1,0.003186405,0.014073287,0.238956897,0.290645013,0.000237721,0.006207712,0.002258075,0.006901283
9333,2752,3974,1,2.864231789,0.734570495,0.1875,312,1,0.003186405,0.006903877,0.238956897,0.248046368,0.000237721,0.000219082,0.002258075,0.002513362
9334,2754,2938,1,0.455457226,0.025303344,0.027777778,1144,1,0.005841742,0.013807754,0.262381193,0.288121041,0.000611632,0.006132155,0.001931012,0.002976816
9335,2754,3034,1,0.723588651,0.047859801,0.0234375,2398,1,0.005841742,0.028943176,0.262381193,0.320443684,0.000611632,0.011317323,0.001931012,0.011570584
9336,2754,3124,1,1.350913342,0.211778914,0.114285714,374,1,0.005841742,0.004514073,0.262381193,0.248393286,0.000611632,0.000187684,0.001931012,0.00061673
9337,2754,3319,1,0,0,0,572,1,0.005841742,0.006903877,0.262381193,0.25164364,0.000611632,0.000437164,0.001931012,0.001177823
9338,2754,3443,2,0.54826931,0.052526596,0.064516129,242,1,0.005841742,0.002920871,0.262381193,0.225820523,0.000611632,8.38E-05,0.001931012,0.000385553
9339,2754,3459,3,1.513856167,0.319193262,0.137931034,242,1,0.005841742,0.002920871,0.262381193,0.227111508,0.000611632,8.86E-05,0.001931012,0.000403421
9340,2754,3466,6,0.936179306,0.133891547,0.130434783,88,1,0.005841742,0.001062135,0.262381193,0.221301795,0.000611632,6.36E-05,0.001931012,4.74E-06
9341,2754,3694,1,1.005667003,0.078367574,0.040816327,1760,1,0.005841742,0.021242698,0.262381193,0.286182028,0.000611632,0.00197322,0.001931012,0.014276109
9342,2754,3777,1,1.384940477,0.227124183,0.097560976,506,1,0.005841742,0.006107276,0.262381193,0.260098242,0.000611632,0.000701776,0.001931012,0.002615321
9343,2755,3130,8,0.994796689,0.267857143,0.033333333,177,1,0.000796601,0.01566649,0.217695608,0.287271208,0.000116929,0.005628398,0,0.015307078
9344,2756,3079,1,0.54024457,0.049516908,0.105263158,80,1,0.001327669,0.00424854,0.216975954,0.235968769,3.34E-05,9.30E-05,1.77E-05,0.000507777
9345,2756,3902,1,0.632011437,0.086601307,0.333333333,15,1,0.001327669,0.000796601,0.216975954,0.207806483,3.34E-05,1.20E-05,1.77E-05,0
9346,2757,2846,1,2.748221171,0.368930842,0.36,280,1,0.005310674,0.003717472,0.24717318,0.238015009,0.000287928,0.000242348,0.002596167,0.001481469
9347,2757,3282,1,2.692849871,0.340359414,0.428571429,200,1,0.005310674,0.002655337,0.24717318,0.237677745,0.000287928,0.000241344,0.002596167,0
9348,2757,3319,1,3.089499184,0.426288119,0.277777778,520,1,0.005310674,0.006903877,0.24717318,0.25164364,0.000287928,0.000437164,0.002596167,0.001177823
9349,2757,3516,1,0,0,0,400,1,0.005310674,0.005310674,0.24717318,0.22362939,0.000287928,9.12E-05,0.002596167,0.004332566
9350,2757,3618,1,0.269282508,0.024390244,0.043478261,80,1,0.005310674,0.001062135,0.24717318,0.213101383,0.000287928,2.90E-05,0.002596167,0.000491871
9351,2757,4020,1,2.816476885,0.400359414,0.25,500,1,0.005310674,0.006638343,0.24717318,0.255217278,0.000287928,0.000449508,0.002596167,0.001713409
9352,2759,3359,1,2.485339738,0.8,0.666666667,25,1,0.001327669,0.001327669,0.001327669,0.001327669,3.18E-47,3.18E-47,0,0
9353,276,1258,1,0.841572107,0.1875,0.166666667,33,1,0.000796601,0.002920871,0.18513738,0.207051186,3.58E-06,1.22E-05,0,0.000284545
9354,276,1615,1,0.897930738,0.215909091,0.117647059,48,1,0.000796601,0.00424854,0.18513738,0.230650909,3.58E-06,8.90E-05,0,0.002429696
9355,276,320,1,0.777706152,0.153409091,0.222222222,24,1,0.000796601,0.00212427,0.18513738,0.226685216,3.58E-06,7.87E-05,0,0.000542182
9356,2760,3196,3,0.700365675,0.128060264,0.028169014,340,1,0.001327669,0.018056293,0.232372846,0.2921355,0.000110446,0.00373538,0.000175318,0.015080325
9357,2760,3316,1,0.236994472,0.014705882,0.076923077,45,1,0.001327669,0.002389804,0.232372846,0.244867834,0.000110446,0.000221684,0.000175318,0.000305259
9358,2762,3049,1,0.225090817,0.011764706,0.083333333,30,1,0.002655337,0.000796601,0.238428523,0.231730785,0.0001986,0.000165055,0.002922607,1.70E-05
9359,2762,3095,1,0,0,0,10,1,0.002655337,0.000265534,0.238428523,0.188301135,0.0001986,3.95E-06,0.002922607,0
9360,2762,3160,1,0,0,0,10,1,0.002655337,0.000265534,0.238428523,0.188301135,0.0001986,3.95E-06,0.002922607,0
9361,2762,3421,1,0.417032391,0.090909091,0.026315789,290,1,0.002655337,0.007700478,0.238428523,0.256300543,0.0001986,0.000236333,0.002922607,0.007052571
9362,2762,3438,1,0.910239227,0.333333333,0.076923077,40,1,0.002655337,0.001062135,0.238428523,0.188359872,0.0001986,4.03E-06,0.002922607,0.000713097
9363,2763,2884,4,4.774443963,1.015799003,0.323529412,396,1,0.003186405,0.008762613,0.235674061,0.266480176,0.000175755,0.000812965,0.000105179,0.002679379
9364,2763,2903,1,3.002786528,0.45741425,0.5625,156,1,0.003186405,0.003451938,0.235674061,0.236393704,0.000175755,0.00022472,0.000105179,0.000138403
9365,2763,3205,1,3.064199034,0.48671828,0.375,252,1,0.003186405,0.005576208,0.235674061,0.24876167,0.000175755,0.000377866,0.000105179,0.001658012
9366,2765,2900,1,3.205554188,0.471006138,0.555555556,195,1,0.003983006,0.003451938,0.260031039,0.24510638,0.00044193,0.000248703,0.000465321,0.001504389
9367,2765,3441,1,3.568653658,0.540904949,0.189655172,810,1,0.003983006,0.014338821,0.260031039,0.278963355,0.00044193,0.00107482,0.000465321,0.011017358
9368,2765,3610,1,3.22615606,0.481262548,0.5,225,1,0.003983006,0.003983006,0.260031039,0.253014363,0.00044193,0.000333492,0.000465321,0.00028371
9369,2765,3612,1,3.178393042,0.457020124,0.625,165,1,0.003983006,0.002920871,0.260031039,0.244728896,0.00044193,0.000248506,0.000465321,0
9370,2766,3439,1,1.027796685,0.285714286,0.090909091,63,1,0.000796601,0.005576208,0.186925482,0.227779735,3.58E-06,0.000102314,0,0.000927529
9371,2766,4054,1,0.842357081,0.19047619,0.25,21,1,0.000796601,0.001858736,0.186925482,0.220638731,3.58E-06,4.09E-05,0,0.000223609
9372,2767,2953,1,0,0,0,475,1,0.005045141,0.006638343,0.240632852,0.256104877,0.000438097,0.00025953,0.002021763,0.002587263
9373,2767,3023,1,0,0,0,19,1,0.005045141,0.000265534,0.240632852,0.18967335,0.000438097,8.71E-06,0.002021763,0
9374,2767,3197,2,1.816299052,0.349922394,0.161290323,323,1,0.005045141,0.004514073,0.240632852,0.244570303,0.000438097,0.000331576,0.002021763,0.001591839
9375,2767,3657,1,0.989979934,0.15624137,0.12,171,1,0.005045141,0.002389804,0.240632852,0.234120688,0.000438097,0.00017002,0.002021763,0.000331238
9376,2767,3873,2,0,0,0,57,1,0.005045141,0.000796601,0.240632852,0.194625178,0.000438097,9.87E-06,0.002021763,0.000149563
9377,2768,3926,2,1.011372498,0.1625,0.06122449,315,1,0.001858736,0.011949018,0.212202727,0.266456658,2.23E-05,0.000596432,0.000132023,0.007081936
9378,2769,3434,1,0.237829513,0.014925373,0.076923077,40,1,0.001062135,0.002655337,0.232982514,0.235288372,8.25E-05,0.000105093,8.46E-06,0.000311131
9379,2769,3741,1,0.577452785,0.067556952,0.032258065,240,1,0.001062135,0.015932023,0.232982514,0.291402412,8.25E-05,0.000865146,8.46E-06,0.027710217
9380,277,1603,1,0,0,0,48,1,0.000796601,0.00424854,0.194700483,0.243250112,1.04E-05,0.000511722,0.000147658,0.005119626
9381,277,1928,1,0.402429604,0.083333333,0.166666667,12,1,0.000796601,0.001062135,0.194700483,0.18399783,1.04E-05,1.53E-06,0.000147658,1.27E-05
9382,2770,3266,1,0.20924339,0.008403361,0.1,28,1,0.001062135,0.001858736,0.237602927,0.236875913,0.000191594,0.000158486,6.52E-05,0.000342114
9383,2772,2839,1,0.973112016,0.16195209,0.043478261,1007,1,0.005045141,0.014073287,0.255109454,0.284242176,0.00043647,0.002010978,0.00125308,0.006381653
9384,2772,3178,1,1.62022784,0.243540229,0.12195122,513,1,0.005045141,0.007169411,0.255109454,0.24822991,0.00043647,0.000198173,0.00125308,0.003574422
9385,2772,3214,1,0.764476839,0.154411765,0.023255814,1311,1,0.005045141,0.018321827,0.255109454,0.289835883,0.00043647,0.006042127,0.00125308,0.006788017
9386,2772,3394,1,0.417032391,0.090909091,0.04,133,1,0.005045141,0.001858736,0.255109454,0.214799402,0.00043647,4.77E-05,0.00125308,0.000627735
9387,2772,3623,1,1.10597988,0.223460026,0.15,76,1,0.005045141,0.001062135,0.255109454,0.23167744,0.00043647,0.000175991,0.00125308,0
9388,2772,3979,1,0.378923182,0.071428571,0.05,38,1,0.005045141,0.000531067,0.255109454,0.200452821,0.00043647,1.30E-05,0.00125308,0
9389,2773,2817,1,4.224249112,0.4405903,0.130081301,4524,1,0.023101434,0.013807754,0.304295545,0.286889053,0.007268161,0.006116309,0.010027782,0.003493095
9390,2773,2868,1,10.22389772,0.656900079,0.284768212,9309,1,0.023101434,0.028412108,0.304295545,0.311003337,0.007268161,0.010349549,0.010027782,0.016823962
9391,2773,2873,1,3.353583011,0.37220041,0.100840336,3828,1,0.023101434,0.011683484,0.304295545,0.274001306,0.007268161,0.001471999,0.010027782,0.005132206
9392,2773,2914,5,12.43100754,0.972277946,0.416666667,7221,1,0.023101434,0.022039299,0.304295545,0.302436181,0.007268161,0.007294354,0.010027782,0.010659397
9393,2773,2960,1,3.894072729,0.489471834,0.12037037,2958,1,0.023101434,0.009028147,0.304295545,0.267211292,0.007268161,0.000818196,0.010027782,0.002586502
9394,2773,2980,6,4.163943888,0.509756615,0.157303371,1392,1,0.023101434,0.00424854,0.304295545,0.255066351,0.007268161,0.00069592,0.010027782,0.000508502
9395,2773,2997,1,10.64006248,0.747631155,0.297297297,9135,1,0.023101434,0.027881041,0.304295545,0.313978826,0.007268161,0.010568255,0.010027782,0.01332949
9396,2773,3031,1,1.766392343,0.215637337,0.065217391,957,1,0.023101434,0.002920871,0.304295545,0.239127229,0.007268161,0.00060176,0.010027782,3.99E-05
9397,2773,3034,1,11.1754052,0.716912561,0.315436242,9483,1,0.023101434,0.028943176,0.304295545,0.320443684,0.007268161,0.011317323,0.010027782,0.011570584
9398,2773,3102,1,9.465899672,0.600770915,0.350877193,5829,1,0.023101434,0.017790759,0.304295545,0.297313677,0.007268161,0.006760356,0.010027782,0.005919284
9399,2773,3148,1,10.22346683,0.656811911,0.286666667,9222,1,0.023101434,0.028146575,0.304295545,0.313099699,0.007268161,0.010812629,0.010027782,0.008431698
9400,2773,3196,1,6.00137332,0.713333668,0.156716418,5916,1,0.023101434,0.018056293,0.304295545,0.2921355,0.007268161,0.00373538,0.010027782,0.015080325
9401,2773,3244,6,4.049648684,0.591174936,0.116071429,3306,1,0.023101434,0.010090281,0.304295545,0.259205047,0.007268161,0.00159306,0.010027782,0.001998864
9402,2773,3245,7,11.49878353,1.057335884,0.511363636,4002,1,0.023101434,0.012214551,0.304295545,0.289947219,0.007268161,0.006295358,0.010027782,0.000487881
9403,2773,3389,1,3.625930856,0.460929054,0.12371134,1914,1,0.023101434,0.005841742,0.304295545,0.259561588,0.007268161,0.000607068,0.010027782,0.00222263
9404,2773,3416,1,0,0,0,87,1,0.023101434,0.000265534,0.304295545,0.227128593,0.007268161,0.000144461,0.010027782,0
9405,2773,3619,3,13.05442146,1.064702382,0.35862069,9570,1,0.023101434,0.02920871,0.304295545,0.316480125,0.007268161,0.010888759,0.010027782,0.020371876
9406,2773,3677,1,10.45280803,0.671624685,0.366666667,6699,1,0.023101434,0.020446097,0.304295545,0.302618061,0.007268161,0.007817899,0.010027782,0.006465675
9407,2773,3712,1,9.723014545,0.622012078,0.427083333,4350,1,0.023101434,0.013276686,0.304295545,0.294759386,0.007268161,0.006411135,0.010027782,0.00118373
9408,2773,3713,1,2.859713934,0.430580859,0.080357143,2958,1,0.023101434,0.009028147,0.304295545,0.277068954,0.007268161,0.000984782,0.010027782,0.0059228
9409,2773,3728,1,3.580176936,0.439716933,0.133333333,1305,1,0.023101434,0.003983006,0.304295545,0.253972106,0.007268161,0.000563744,0.010027782,9.52E-05
9410,2773,3789,1,9.451858537,0.596828364,0.4,4611,1,0.023101434,0.014073287,0.304295545,0.290645013,0.007268161,0.006207712,0.010027782,0.006901283
9411,2773,3888,1,1.08759305,0.110895491,0.038834951,1740,1,0.023101434,0.005310674,0.304295545,0.258672069,0.007268161,0.000637781,0.010027782,0.001302366
9412,2773,3935,2,12.3696739,1.045392533,0.466666667,5829,1,0.023101434,0.017790759,0.304295545,0.298341936,0.007268161,0.006669718,0.010027782,0.006169681
9413,2773,3967,1,1.231738939,0.265909091,0.033707865,435,1,0.023101434,0.001327669,0.304295545,0.229685842,0.007268161,0.000162132,0.010027782,0.00013968
9414,2773,4018,1,1.250734835,0.179590973,0.038461538,1827,1,0.023101434,0.005576208,0.304295545,0.251371276,0.007268161,0.000458048,0.010027782,0.001481997
9415,2774,2880,1,2.521376546,0.355557004,0.13559322,702,1,0.014338821,0.003451938,0.267898881,0.242780668,0.000570161,0.000268161,0.01435795,0.000424561
9416,2774,2933,1,0.535601192,0.048179272,0.036363636,162,1,0.014338821,0.000796601,0.267898881,0.227505116,0.000570161,6.55E-05,0.01435795,0
9417,2774,3013,3,1.613740043,0.466666667,0.053571429,270,1,0.014338821,0.001327669,0.267898881,0.207520819,0.000570161,1.27E-05,0.01435795,0.000950702
9418,2774,3053,4,2.048034525,0.566666667,0.072727273,270,1,0.014338821,0.001327669,0.267898881,0.207520819,0.000570161,1.30E-05,0.01435795,5.92E-06
9419,2774,3083,2,1.959799192,0.300361782,0.086956522,1134,1,0.014338821,0.005576208,0.267898881,0.259227303,0.000570161,0.000770352,0.01435795,0.00190506
9420,2774,3135,3,4.231645755,1.202777778,0.145454545,486,1,0.014338821,0.002389804,0.267898881,0.206343657,0.000570161,1.40E-05,0.01435795,7.88E-07
9421,2774,3187,7,4.383497872,0.821337216,0.144578313,2214,1,0.014338821,0.010886883,0.267898881,0.271219942,0.000570161,0.000718204,0.01435795,0.005193734
9422,2774,3230,3,1.174534628,0.240591398,0.053571429,270,1,0.014338821,0.001327669,0.267898881,0.212785989,0.000570161,1.77E-05,0.01435795,9.42E-06
9423,2774,3255,6,0.889414095,0.211111111,0.036363636,162,1,0.014338821,0.000796601,0.267898881,0.206980215,0.000570161,1.26E-05,0.01435795,2.78E-06
9424,2774,3447,12,6.047476575,1.744017094,0.2,648,1,0.014338821,0.003186405,0.267898881,0.211592991,0.000570161,2.20E-05,0.01435795,8.62E-05
9425,2774,3536,1,0.709357281,0.121794872,0.032258065,540,1,0.014338821,0.002655337,0.267898881,0.216555759,0.000570161,3.15E-05,0.01435795,0.000304136
9426,2774,3715,1,2.22786166,0.530555556,0.090909091,324,1,0.014338821,0.001593202,0.267898881,0.206301359,0.000570161,1.33E-05,0.01435795,0
9427,2774,3888,1,2.846722099,0.406870325,0.138461538,1080,1,0.014338821,0.005310674,0.267898881,0.258672069,0.000570161,0.000637781,0.01435795,0.001302366
9428,2774,3947,1,2.614273587,0.397997323,0.106666667,1566,1,0.014338821,0.007700478,0.267898881,0.249028406,0.000570161,0.000311111,0.01435795,0.003658789
9429,2774,3986,10,4.100348711,1.265591398,0.107142857,432,1,0.014338821,0.00212427,0.267898881,0.212830988,0.000570161,1.88E-05,0.01435795,4.14E-05
9430,2774,4015,1,1.680743879,0.272584004,0.071428571,1134,1,0.014338821,0.005576208,0.267898881,0.259205047,0.000570161,0.000514756,0.01435795,0.001293649
9431,2774,4071,1,0.836724086,0.183333333,0.025641026,1404,1,0.014338821,0.006903877,0.267898881,0.249625498,0.000570161,0.000354655,0.01435795,0.002168091
9432,2775,2840,2,1.378936645,0.347985348,0.136363636,84,1,0.005576208,0.001062135,0.207435273,0.1738181,6.04E-06,4.44E-07,0.002788639,0
9433,2775,2928,1,1.242669869,0.4,0.086956522,84,1,0.005576208,0.001062135,0.207435273,0.168464479,6.04E-06,1.43E-07,0.002788639,8.19E-05
9434,2775,3007,1,0.741222158,0.138461538,0.071428571,189,1,0.005576208,0.002389804,0.207435273,0.195065279,6.04E-06,4.14E-06,0.002788639,0.000683218
9435,2775,3151,2,2.811032308,0.95,0.181818182,105,1,0.005576208,0.001327669,0.207435273,0.182089162,6.04E-06,5.90E-07,0.002788639,3.50E-05
9436,2775,3186,1,0.306927676,0.038461538,0.045454545,42,1,0.005576208,0.000531067,0.207435273,0.173798088,6.04E-06,4.23E-07,0.002788639,0
9437,2775,3411,1,0,0,0,231,1,0.005576208,0.002920871,0.207435273,0.230968512,6.04E-06,5.99E-05,0.002788639,0.002482906
9438,2775,3632,1,0.306927676,0.038461538,0.045454545,42,1,0.005576208,0.000531067,0.207435273,0.173798088,6.04E-06,4.23E-07,0.002788639,0
9439,2775,3651,1,1.179445561,0.366666667,0.090909091,63,1,0.005576208,0.000796601,0.207435273,0.182056222,6.04E-06,5.76E-07,0.002788639,0
9440,2776,2908,1,0.72134752,0.25,0.333333333,4,1,0.000531067,0.000531067,0.159409736,0.159409736,2.10E-07,2.10E-07,0,0
9441,2777,3015,1,0,0,0,3,1,0.000265534,0.000796601,0.129369286,0.151210517,4.38E-10,2.20E-08,0,0.000475492
9442,2778,2958,1,1.166262834,0.251033592,0.125,126,1,0.001593202,0.005576208,0.214129106,0.245564896,3.04E-05,0.000285137,4.71E-05,0.000965103
9443,2778,3056,1,0.434294482,0.1,0.043478261,108,1,0.001593202,0.004779607,0.214129106,0.242936948,3.04E-05,0.000256563,4.71E-05,0.000971294
9444,2779,3365,1,3.062176261,0.25229424,0.266666667,800,1,0.008497079,0.006638343,0.263756477,0.263342381,0.00085525,0.000841092,0.001422973,0.003158367
9445,2779,3556,1,3.997419889,0.369580405,0.135135135,3008,1,0.008497079,0.02496017,0.263756477,0.302284781,0.00085525,0.006282843,0.001422973,0.029383211
9446,2779,3601,1,3.060926352,0.251917166,0.272727273,768,1,0.008497079,0.006372809,0.263756477,0.26072715,0.00085525,0.000736689,0.001422973,0.002205323
9447,2779,3694,6,5.181957608,0.511429846,0.204301075,2560,1,0.008497079,0.021242698,0.263756477,0.286182028,0.00085525,0.00197322,0.001422973,0.014276109
9448,2779,3734,4,4.866390294,0.466695413,0.152542373,3328,1,0.008497079,0.027615507,0.263756477,0.301922039,0.00085525,0.006718162,0.001422973,0.015413128
9449,2779,3851,1,0.802137162,0.079004943,0.06122449,640,1,0.008497079,0.005310674,0.263756477,0.253332807,0.00085525,0.000356453,0.001422973,0.001657686
9450,2779,3888,4,0.502867058,0.037961696,0.04,640,1,0.008497079,0.005310674,0.263756477,0.258672069,0.00085525,0.000637781,0.001422973,0.001302366
9451,2779,3922,3,0.839784683,0.0847656,0.090909091,128,1,0.008497079,0.001062135,0.263756477,0.214814685,0.00085525,7.06E-05,0.001422973,0
9452,2779,4018,1,1.035691535,0.093885895,0.081632653,672,1,0.008497079,0.005576208,0.263756477,0.251371276,0.00085525,0.000458048,0.001422973,0.001481997
9453,278,1124,1,0.791505853,0.068117174,0.166666667,68,1,0.004514073,0.001062135,0.24274163,0.222656371,0.000235546,5.93E-05,0.000517261,0
9454,278,1148,2,2.4489738,0.559498707,0.2,323,1,0.004514073,0.005045141,0.24274163,0.249069493,0.000235546,0.000356756,0.000517261,0.001056422
9455,278,1949,2,2.832488947,0.410661497,0.183673469,697,1,0.004514073,0.010886883,0.24274163,0.2531841,0.000235546,0.000428107,0.000517261,0.005853451
9456,278,2307,1,1.222091314,0.158643378,0.090909091,527,1,0.004514073,0.008231545,0.24274163,0.252696719,0.000235546,0.000323542,0.000517261,0.0058362
9457,278,2739,1,0.952808806,0.134253134,0.142857143,119,1,0.004514073,0.001858736,0.24274163,0.213101383,0.000235546,3.06E-05,0.000517261,0.000163172
9458,278,2782,1,0.521153157,0.043258168,0.090909091,119,1,0.004514073,0.001858736,0.24274163,0.224845129,0.000235546,7.35E-05,0.000517261,6.77E-05
