,Author_A,Author_B,sh_path
7100,2481,3717,1
7101,2481,3722,1
7102,2481,3789,1
7103,2481,3832,1
7104,2481,3917,1
7105,2481,3935,1
7106,2482,3321,1
7107,2483,2518,1
7108,2483,2883,1
7109,2483,3202,1
7110,2483,3436,1
7111,2483,3764,1
7112,2484,3099,1
7113,2484,3100,1
7114,2484,3853,1
7115,2485,2844,1
7116,2487,2530,1
7117,2487,3031,1
7118,2487,3244,1
7119,2487,3899,1
7120,2488,2508,1
7121,2488,3214,1
7122,2488,3633,1
7123,2489,2868,1
7124,2490,2961,1
7125,2490,3484,1
7126,2490,3758,1
7127,2491,3181,1
7128,2493,2681,1
7129,2493,3838,1
7130,2494,2895,1
7131,2494,3789,1
7132,2495,2892,1
7133,2495,2913,1
7134,2495,3113,1
7135,2495,3253,1
7136,2495,3319,1
7137,2495,3630,1
7138,2495,3694,1
7139,2496,3961,1
7140,2498,3516,1
7141,25,2307,1
7142,25,2960,1
7143,25,3776,1
7144,250,807,1
7145,250,897,1
7146,2501,2796,1
7147,2501,3516,1
7148,2502,3819,1
7149,2503,2997,1
7150,2505,2691,1
7151,2505,3232,1
7152,2505,3534,1
7153,2506,3130,1
7154,2508,2529,1
7155,2508,2772,1
7156,2508,3214,1
7157,2508,3633,1
7158,2508,3723,1
7159,2509,3468,1
7160,251,1335,1
7161,251,1481,1
7162,251,3556,1
7163,251,420,1
7164,2510,2528,1
7165,2510,2884,1
7166,2510,3162,1
7167,2510,3658,1
7168,2510,3804,1
7169,2510,3926,1
7170,2512,2974,1
7171,2512,3657,1
7172,2513,2990,1
7173,2513,3570,1
7174,2515,2839,1
7175,2518,2575,1
7176,2518,2588,1
7177,2518,2593,1
7178,2518,2680,1
7179,2518,2695,1
7180,2518,2770,1
7181,2518,2773,1
7182,2518,2855,1
7183,2518,2861,1
7184,2518,2864,1
7185,2518,2868,1
7186,2518,2886,1
7187,2518,2914,1
7188,2518,2963,1
7189,2518,2997,1
7190,2518,3030,1
7191,2518,3034,1
7192,2518,3102,1
7193,2518,3103,1
7194,2518,3148,1
7195,2518,3184,1
7196,2518,3202,1
7197,2518,3226,1
7198,2518,3245,1
7199,2518,3258,1
7200,2518,3266,1
7201,2518,3325,1
7202,2518,3347,1
7203,2518,3421,1
7204,2518,3511,1
7205,2518,3605,1
7206,2518,3619,1
7207,2518,3677,1
7208,2518,3708,1
7209,2518,3712,1
7210,2518,3743,1
7211,2518,3789,1
7212,2518,3826,1
7213,2518,3926,1
7214,2518,3935,1
7215,2518,4069,1
7216,2519,2834,1
7217,2519,2909,1
7218,2519,2966,1
7219,252,1342,1
7220,252,1800,1
7221,252,2997,1
7222,252,3187,1
7223,252,3190,1
7224,252,3627,1
7225,2520,2671,1
7226,2520,2816,1
7227,2520,3693,1
7228,2520,3881,1
7229,2521,2830,1
7230,2521,3858,1
7231,2523,3606,1
7232,2526,2608,1
7233,2526,2743,1
7234,2526,3444,1
7235,2528,2868,1
7236,2528,3001,1
7237,2528,3018,1
7238,2528,3155,1
7239,2528,3162,1
7240,2528,3305,1
7241,2528,3320,1
7242,2528,3393,1
7243,2528,3675,1
7244,2528,3815,1
7245,2528,3900,1
7246,2529,2964,1
7247,2529,3723,1
7248,2530,3196,1
7249,2530,3197,1
7250,2530,3244,1
7251,2530,3899,1
7252,2531,3264,1
7253,2532,2961,1
7254,2532,3268,1
7255,2533,2634,1
7256,2533,2729,1
7257,2533,2843,1
7258,2533,2860,1
7259,2533,3034,1
7260,2533,3257,1
7261,2533,3421,1
7262,2533,3430,1
7263,2533,3638,1
7264,2533,3767,1
7265,2533,3804,1
7266,2533,4017,1
7267,2537,2861,1
7268,2537,2984,1
7269,2537,3177,1
7270,2537,3460,1
7271,254,1840,1
7272,2542,2747,1
7273,2542,3975,1
7274,2544,3926,1
7275,2545,2703,1
7276,2546,3108,1
7277,2546,3762,1
7278,2548,2556,1
7279,2548,2606,1
7280,2548,2769,1
7281,2548,2842,1
7282,2548,2984,1
7283,2548,3124,1
7284,2548,3161,1
7285,2548,3741,1
7286,2549,3668,1
7287,255,1175,1
7288,255,1470,1
7289,255,1628,1
7290,255,2297,1
7291,255,2843,1
7292,255,2861,1
7293,255,3420,1
7294,255,3439,1
7295,255,348,1
7296,255,481,1
7297,255,762,1
7298,2552,3577,1
7299,2552,3776,1
7300,2553,3920,1
7301,2554,2909,1
7302,2554,2966,1
7303,2556,3741,1
7304,2557,2940,1
7305,2557,2943,1
7306,2557,3192,1
7307,2557,3269,1
7308,2557,3308,1
7309,2559,2670,1
7310,2559,2859,1
7311,2559,3390,1
7312,2559,3531,1
7313,2559,3808,1
7314,2559,3974,1
7315,256,1124,1
7316,256,1193,1
7317,256,1248,1
7318,256,1408,1
7319,256,1477,1
7320,256,1595,1
7321,256,1622,1
7322,256,1802,1
7323,256,1858,1
7324,256,1942,1
7325,256,1965,1
7326,256,1972,1
7327,256,2025,1
7328,256,2666,1
7329,256,2730,1
7330,256,2757,1
7331,256,278,1
7332,256,2846,1
7333,256,3282,1
7334,256,3294,1
7335,256,331,1
7336,256,3319,1
7337,256,3333,1
7338,256,3392,1
7339,256,3462,1
7340,256,3506,1
7341,256,3512,1
7342,256,360,1
7343,256,3694,1
7344,256,3734,1
7345,256,3791,1
7346,256,400,1
7347,256,4020,1
7348,256,440,1
7349,256,477,1
7350,256,618,1
7351,256,628,1
7352,256,657,1
7353,256,683,1
7354,256,862,1
7355,256,904,1
7356,256,948,1
7357,2560,3845,1
7358,2561,3587,1
7359,2562,3928,1
7360,2562,3947,1
7361,2565,3439,1
7362,2566,3423,1
7363,2566,4002,1
7364,2567,3178,1
7365,2568,2864,1
7366,2568,3494,1
7367,2568,3598,1
7368,2568,3649,1
7369,2568,3760,1
7370,257,392,1
7371,2570,2719,1
7372,2570,3932,1
7373,2571,3705,1
7374,2573,2987,1
7375,2573,3386,1
7376,2573,3433,1
7377,2573,3947,1
7378,2575,2593,1
7379,2575,2681,1
7380,2575,2773,1
7381,2575,2868,1
7382,2575,2899,1
7383,2575,2912,1
7384,2575,2914,1
7385,2575,2997,1
7386,2575,3034,1
7387,2575,3102,1
7388,2575,3148,1
7389,2575,3245,1
7390,2575,3503,1
7391,2575,3604,1
7392,2575,3613,1
7393,2575,3619,1
7394,2575,3677,1
7395,2575,3712,1
7396,2575,3785,1
7397,2575,3789,1
7398,2575,3935,1
7399,2575,4066,1
7400,2577,3795,1
7401,2577,3955,1
7402,2578,2686,1
7403,2578,3426,1
7404,2578,3532,1
7405,2578,3755,1
7406,2579,2588,1
7407,2579,3137,1
7408,2579,3327,1
7409,2579,3694,1
7410,2579,4090,1
7411,258,1089,1
7412,258,1132,1
7413,258,2302,1
7414,258,2590,1
7415,258,2953,1
7416,2582,2852,1
7417,2582,3365,1
7418,2582,3874,1
7419,2583,2861,1
7420,2583,3439,1
7421,2584,3250,1
7422,2584,3335,1
7423,2584,3342,1
7424,2584,3421,1
7425,2585,2602,1
7426,2585,2603,1
7427,2585,2742,1
7428,2585,3083,1
7429,2585,3450,1
7430,2586,3050,1
7431,2586,3851,1
7432,2588,2680,1
7433,2588,2681,1
7434,2588,2728,1
7435,2588,2765,1
7436,2588,2848,1
7437,2588,3044,1
7438,2588,3138,1
7439,2588,3184,1
7440,2588,3358,1
7441,2588,3446,1
7442,2588,3475,1
7443,2588,3553,1
7444,2588,3638,1
7445,2588,3780,1
7446,2588,3964,1
7447,2589,2889,1
7448,2590,2625,1
7449,2590,2953,1
7450,2590,4017,1
7451,2591,3296,1
7452,2591,3459,1
7453,2592,3082,1
7454,2592,3295,1
7455,2592,3340,1
7456,2593,2773,1
7457,2593,2868,1
7458,2593,2909,1
7459,2593,2914,1
7460,2593,2997,1
7461,2593,3034,1
7462,2593,3102,1
7463,2593,3148,1
7464,2593,3245,1
7465,2593,3619,1
7466,2593,3677,1
7467,2593,3712,1
7468,2593,3789,1
7469,2593,3935,1
7470,2593,3978,1
7471,2595,2695,1
7472,2595,2873,1
7473,2595,3244,1
7474,2595,3441,1
7475,2595,3785,1
7476,2595,3923,1
7477,2595,3941,1
7478,2595,3978,1
7479,2595,4071,1
7480,2596,2731,1
7481,2596,2779,1
7482,26,1056,1
7483,26,106,1
7484,26,1077,1
7485,26,1141,1
7486,26,1143,1
7487,26,1443,1
7488,26,1546,1
7489,26,1883,1
7490,26,2146,1
7491,26,2362,1
7492,26,2562,1
7493,26,2573,1
7494,26,2575,1
7495,26,2587,1
7496,26,260,1
7497,26,2709,1
7498,26,2768,1
7499,26,28,1
7500,26,3062,1
7501,26,3266,1
7502,26,3436,1
7503,26,3928,1
7504,26,3947,1
7505,26,47,1
7506,26,607,1
7507,26,63,1
7508,26,701,1
7509,26,71,1
7510,26,861,1
7511,260,1102,1
7512,260,2880,1
7513,260,3443,1
7514,260,606,1
7515,260,898,1
7516,2600,2974,1
7517,2600,3180,1
7518,2600,3205,1
7519,2600,4015,1
7520,2600,4054,1
7521,2602,3083,1
7522,2602,3450,1
7523,2603,3002,1
7524,2603,3221,1
7525,2604,3033,1
7526,2604,3102,1
7527,2604,3334,1
7528,2606,3004,1
7529,2606,3741,1
7530,2607,2609,1
7531,2607,3269,1
7532,2609,3070,1
7533,2609,3748,1
7534,261,1066,1
7535,261,1289,1
7536,261,1766,1
7537,261,2808,1
7538,261,3149,1
7539,261,3645,1
7540,261,572,1
7541,2610,2874,1
7542,2610,3347,1
7543,2611,3162,1
7544,2611,3804,1
7545,2616,2654,1
7546,2616,3776,1
7547,2617,2634,1
7548,2617,2783,1
7549,2617,2843,1
7550,2617,2861,1
7551,2617,3187,1
7552,2617,3216,1
7553,2617,3439,1
7554,2617,3460,1
7555,2617,3635,1
7556,2617,3794,1
7557,2617,3935,1
7558,2618,3444,1
7559,2619,3731,1
7560,262,1005,1
7561,262,1096,1
7562,262,1183,1
7563,262,1502,1
7564,262,1622,1
7565,262,1708,1
7566,262,1833,1
7567,262,2022,1
7568,262,2023,1
7569,262,2215,1
7570,262,2239,1
7571,262,2294,1
7572,262,2526,1
7573,262,2603,1
7574,262,2608,1
7575,262,2666,1
7576,262,2681,1
7577,262,2706,1
7578,262,2743,1
7579,262,2785,1
7580,262,2839,1
7581,262,3002,1
7582,262,3064,1
7583,262,3148,1
7584,262,345,1
7585,262,3624,1
7586,262,3955,1
7587,262,3961,1
7588,262,4046,1
7589,262,526,1
7590,262,647,1
7591,262,700,1
7592,262,749,1
7593,262,806,1
7594,2620,3303,1
7595,2621,3488,1
7596,2621,3503,1
7597,2621,3656,1
7598,2622,2859,1
7599,2622,3017,1
7600,2622,3582,1
7601,2622,3619,1
7602,2622,3713,1
7603,2622,4013,1
7604,2625,3234,1
7605,2625,3516,1
7606,2625,3893,1
7607,2626,3482,1
7608,263,1131,1
7609,263,2035,1
7610,263,2255,1
7611,263,2906,1
7612,263,3387,1
7613,263,3566,1
7614,263,3855,1
7615,263,501,1
7616,263,832,1
7617,2630,2766,1
7618,2630,3439,1
7619,2630,4054,1
7620,2632,3093,1
7621,2632,3161,1
7622,2632,3892,1
7623,2633,2916,1
7624,2634,2729,1
7625,2634,2843,1
7626,2634,2861,1
7627,2634,2990,1
7628,2634,3460,1
7629,2634,3576,1
7630,2634,3772,1
7631,2635,3292,1
7632,2635,3351,1
7633,2636,3171,1
7634,2637,2839,1
7635,2637,2868,1
7636,2637,2965,1
7637,2637,3214,1
7638,2637,3338,1
7639,2637,3527,1
7640,2638,2670,1
7641,2638,2808,1
7642,2638,3098,1
7643,2638,3645,1
7644,2638,3720,1
7645,264,3438,1
7646,2640,3866,1
7647,2641,3421,1
7648,2641,3635,1
7649,2642,2688,1
7650,2642,2968,1
7651,2643,3891,1
7652,2647,4018,1
7653,2648,2937,1
7654,2648,3352,1
7655,2649,3776,1
7656,2649,3830,1
7657,265,3398,1
7658,265,4064,1
7659,2652,2990,1
7660,2652,3460,1
7661,2653,3667,1
7662,2653,3944,1
7663,2658,3389,1
7664,2658,3799,1
7665,2660,3146,1
7666,2661,3684,1
7667,2663,3329,1
7668,2663,3613,1
7669,2664,2729,1
7670,2665,4038,1
7671,2666,2681,1
7672,2666,2706,1
7673,2666,2730,1
7674,2666,2743,1
7675,2666,2785,1
7676,2666,2839,1
7677,2666,3064,1
7678,2666,3148,1
7679,2666,3624,1
7680,2666,3694,1
7681,2666,3734,1
7682,2666,3955,1
7683,2666,3961,1
7684,2666,4046,1
7685,2667,2680,1
7686,2667,3721,1
7687,2667,3738,1
7688,2667,3810,1
7689,2668,3047,1
7690,2669,2990,1
7691,2669,3570,1
7692,267,1074,1
7693,267,1139,1
7694,267,1173,1
7695,267,1178,1
7696,267,1208,1
7697,267,1239,1
7698,267,1310,1
7699,267,1343,1
7700,267,1451,1
7701,267,1708,1
7702,267,1812,1
7703,267,1972,1
7704,267,2220,1
7705,267,2229,1
7706,267,2397,1
7707,267,2398,1
7708,267,2457,1
7709,267,2481,1
7710,267,2518,1
7711,267,2575,1
7712,267,2593,1
7713,267,2773,1
7714,267,2868,1
7715,267,2914,1
7716,267,2997,1
7717,267,3034,1
7718,267,3102,1
7719,267,3148,1
7720,267,3245,1
7721,267,3619,1
7722,267,3677,1
7723,267,3712,1
7724,267,3789,1
7725,267,3935,1
7726,267,447,1
7727,267,628,1
7728,2670,2679,1
7729,2670,2747,1
7730,2670,2808,1
7731,2670,2859,1
7732,2670,2914,1
7733,2670,3059,1
7734,2670,3098,1
7735,2670,3479,1
7736,2670,3531,1
7737,2670,3645,1
7738,2670,3655,1
7739,2670,3720,1
7740,2670,3932,1
7741,2670,3975,1
7742,2671,2816,1
7743,2671,3693,1
7744,2671,3881,1
7745,2673,2873,1
7746,2673,3178,1
7747,2673,4080,1
7748,2676,2851,1
7749,2676,3702,1
7750,2677,2696,1
7751,2677,2852,1
7752,2677,2874,1
7753,2677,2986,1
7754,2677,3165,1
7755,2677,3333,1
7756,2677,3365,1
7757,2677,3556,1
7758,2677,3820,1
7759,2677,3896,1
7760,2678,3142,1
7761,2678,3214,1
7762,2678,3813,1
7763,268,1116,1
7764,268,1348,1
7765,268,1654,1
7766,268,1666,1
7767,268,1861,1
7768,268,2155,1
7769,268,2256,1
7770,268,2317,1
7771,268,2531,1
7772,268,2557,1
7773,268,2695,1
7774,268,2756,1
7775,268,2940,1
7776,268,3079,1
7777,268,3297,1
7778,268,3333,1
7779,268,3370,1
7780,268,3470,1
7781,268,3598,1
7782,268,3800,1
7783,268,3816,1
7784,268,409,1
7785,268,537,1
7786,268,623,1
7787,268,635,1
7788,268,693,1
7789,268,714,1
7790,268,828,1
7791,268,932,1
7792,2680,3027,1
7793,2680,3446,1
7794,2680,3600,1
7795,2680,3712,1
7796,2681,2706,1
7797,2681,2743,1
7798,2681,2785,1
7799,2681,2839,1
7800,2681,2899,1
7801,2681,3064,1
7802,2681,3079,1
7803,2681,3115,1
7804,2681,3148,1
7805,2681,3511,1
7806,2681,3613,1
7807,2681,3624,1
7808,2681,3838,1
7809,2681,3854,1
7810,2681,3867,1
7811,2681,3938,1
7812,2681,3955,1
7813,2681,3961,1
7814,2681,4038,1
7815,2681,4046,1
7816,2682,2750,1
7817,2682,3165,1
7818,2682,3668,1
7819,2682,3943,1
7820,2683,3892,1
7821,2685,2901,1
7822,2686,2938,1
7823,2686,3541,1
7824,2686,3755,1
7825,2689,3577,1
7826,269,1172,1
7827,269,1321,1
7828,269,1565,1
7829,269,1965,1
7830,269,2478,1
7831,269,747,1
7832,2690,2775,1
7833,2690,2928,1
7834,2690,3151,1
7835,2691,2861,1
7836,2691,3162,1
7837,2691,3534,1
7838,2691,3695,1
7839,2692,2984,1
7840,2693,4039,1
7841,2695,2756,1
7842,2695,2861,1
7843,2695,2873,1
7844,2695,3079,1
7845,2695,3137,1
7846,2695,3244,1
7847,2695,3460,1
7848,2695,3610,1
7849,2695,3785,1
7850,2695,3795,1
7851,2695,3800,1
7852,2695,3810,1
7853,2695,3826,1
7854,2695,3923,1
7855,2695,3978,1
7856,2695,4071,1
7857,2696,3086,1
7858,2696,3820,1
7859,2696,3896,1
7860,2697,2925,1
7861,2697,3289,1
7862,2697,3529,1
7863,2698,2757,1
7864,2698,3149,1
7865,27,1131,1
7866,27,1849,1
7867,270,1215,1
7868,270,1581,1
7869,270,1748,1
7870,270,932,1
7871,2701,3015,1
7872,2701,3892,1
7873,2706,2743,1
7874,2706,2749,1
7875,2706,2785,1
7876,2706,2839,1
7877,2706,3064,1
7878,2706,3101,1
7879,2706,3148,1
7880,2706,3489,1
7881,2706,3516,1
7882,2706,3624,1
7883,2706,3955,1
7884,2706,3961,1
7885,2706,4046,1
7886,2707,3862,1
7887,2709,2770,1
7888,2709,3004,1
7889,2709,3034,1
7890,2709,3196,1
7891,2709,3326,1
7892,2709,3564,1
7893,2709,3592,1
7894,2709,3677,1
7895,2709,3743,1
7896,2709,3906,1
7897,271,2208,1
7898,2711,3832,1
7899,2715,2893,1
7900,2715,2991,1
7901,2715,3292,1
7902,2715,3564,1
7903,2715,3713,1
7904,2716,3554,1
7905,2716,3570,1
7906,2716,3626,1
7907,2716,3845,1
7908,2716,3953,1
7909,2716,3961,1
7910,2716,4068,1
7911,2717,3003,1
7912,272,3564,1
7913,2721,2775,1
7914,2721,3132,1
7915,2721,3547,1
7916,2723,3259,1
7917,2724,3411,1
7918,2724,3537,1
7919,2724,3848,1
7920,2725,3723,1
7921,2727,2995,1
7922,2727,3228,1
7923,2727,3593,1
7924,2727,3605,1
7925,2727,3809,1
7926,2728,3553,1
7927,2729,2843,1
7928,2729,3033,1
7929,2729,3951,1
7930,2730,3113,1
7931,2730,3694,1
7932,2730,3734,1
7933,2731,2779,1
7934,2732,3180,1
7935,2732,3946,1
7936,2734,2852,1
7937,2734,2982,1
7938,2734,3165,1
7939,2734,3957,1
7940,2735,3446,1
7941,2735,4088,1
7942,2739,3445,1
7943,2739,3481,1
7944,274,1784,1
7945,274,1885,1
7946,274,1917,1
7947,274,2207,1
7948,274,2625,1
7949,274,3393,1
7950,274,503,1
7951,2741,3745,1
7952,2741,3772,1
7953,2742,3465,1
7954,2743,2785,1
7955,2743,2839,1
7956,2743,3064,1
7957,2743,3148,1
7958,2743,3444,1
7959,2743,3624,1
7960,2743,3734,1
7961,2743,3955,1
7962,2743,3961,1
7963,2743,4046,1
7964,2743,4055,1
7965,2745,3650,1
7966,2745,3836,1
7967,2746,3684,1
7968,2746,4038,1
7969,2747,3059,1
7970,2747,3720,1
7971,2747,3932,1
7972,2747,3975,1
7973,2747,4081,1
7974,2749,3064,1
7975,275,2149,1
7976,275,2302,1
7977,2750,3480,1
7978,2751,2919,1
7979,2752,3279,1
7980,2752,3351,1
7981,2752,3540,1
7982,2752,3550,1
7983,2752,3713,1
7984,2752,3789,1
7985,2752,3974,1
7986,2754,3034,1
7987,2754,3319,1
7988,2754,3443,1
7989,2754,3459,1
7990,2754,3466,1
7991,2754,3694,1
7992,2755,3130,1
7993,2756,3079,1
7994,2757,2846,1
7995,2757,3282,1
7996,2757,3319,1
7997,2757,3516,1
7998,2757,3618,1
7999,2757,4020,1
8000,276,1258,1
8001,276,1615,1
8002,276,320,1
8003,2760,3196,1
8004,2760,3316,1
8005,2762,3049,1
8006,2762,3160,1
8007,2762,3438,1
8008,2763,2884,1
8009,2763,2903,1
8010,2763,3205,1
8011,2765,2900,1
8012,2765,3441,1
8013,2765,3610,1
8014,2765,3612,1
8015,2766,3439,1
8016,2766,4054,1
8017,2767,2953,1
8018,2767,3023,1
8019,2767,3197,1
8020,2767,3657,1
8021,2767,3873,1
8022,2768,3926,1
8023,2769,3434,1
8024,2769,3741,1
8025,277,1603,1
8026,277,1928,1
8027,2770,3266,1
8028,2772,2839,1
8029,2772,3394,1
8030,2772,3623,1
8031,2772,3979,1
8032,2773,2817,1
8033,2773,2868,1
8034,2773,2873,1
8035,2773,2914,1
8036,2773,2960,1
8037,2773,2980,1
8038,2773,2997,1
8039,2773,3031,1
8040,2773,3034,1
8041,2773,3102,1
8042,2773,3148,1
8043,2773,3196,1
8044,2773,3244,1
8045,2773,3245,1
8046,2773,3389,1
8047,2773,3619,1
8048,2773,3677,1
8049,2773,3712,1
8050,2773,3713,1
8051,2773,3728,1
8052,2773,3789,1
8053,2773,3888,1
8054,2773,3935,1
8055,2773,3967,1
8056,2773,4018,1
8057,2774,2933,1
8058,2774,3013,1
8059,2774,3053,1
8060,2774,3083,1
8061,2774,3135,1
8062,2774,3187,1
8063,2774,3230,1
8064,2774,3255,1
8065,2774,3447,1
8066,2774,3715,1
8067,2774,3986,1
8068,2774,4015,1
8069,2775,2840,1
8070,2775,2928,1
8071,2775,3007,1
8072,2775,3151,1
8073,2775,3186,1
8074,2775,3411,1
8075,2775,3651,1
8076,2776,2908,1
8077,2777,3015,1
8078,2778,3056,1
8079,2779,3601,1
8080,2779,3694,1
8081,2779,3734,1
8082,2779,3851,1
8083,2779,3888,1
8084,2779,3922,1
8085,2779,4018,1
8086,278,1124,1
8087,278,1148,1
8088,278,1949,1
8089,278,2307,1
8090,278,2782,1
8091,278,3333,1
8092,278,3445,1
8093,278,3481,1
8094,278,360,1
8095,278,3988,1
8096,278,4055,1
8097,2781,3619,1
8098,2781,3975,1
8099,2781,4032,1
8100,2782,3153,1
8101,2782,3333,1
8102,2782,3409,1
8103,2782,3611,1
8104,2783,2843,1
8105,2783,2861,1
8106,2783,3196,1
8107,2783,3308,1
8108,2785,2839,1
8109,2785,3064,1
8110,2785,3148,1
8111,2785,3411,1
8112,2785,3624,1
8113,2785,3955,1
8114,2785,3961,1
8115,2785,4046,1
8116,2788,3516,1
8117,279,3441,1
8118,279,3695,1
8119,2790,2964,1
8120,2790,3851,1
8121,2790,4018,1
8122,2791,2930,1
8123,2791,3776,1
8124,2791,3911,1
8125,2792,3131,1
8126,2795,3217,1
8127,2796,3516,1
8128,2797,3196,1
8129,2797,3951,1
8130,2799,2868,1
8131,2799,2878,1
8132,2799,3155,1
8133,28,1077,1
8134,28,1443,1
8135,28,71,1
8136,280,1233,1
8137,280,4092,1
8138,2800,2940,1
8139,2800,3192,1
8140,2801,3955,1
8141,2801,4061,1
8142,2803,3990,1
8143,2804,3427,1
8144,2805,3034,1
8145,2806,3854,1
8146,2808,2810,1
8147,2808,2817,1
8148,2808,2868,1
8149,2808,2938,1
8150,2808,2990,1
8151,2808,2997,1
8152,2808,3034,1
8153,2808,3098,1
8154,2808,3130,1
8155,2808,3148,1
8156,2808,3214,1
8157,2808,3556,1
8158,2808,3619,1
8159,2808,3645,1
8160,2808,3706,1
8161,2808,3720,1
8162,2808,3734,1
8163,2808,3785,1
8164,2808,3978,1
8165,281,2724,1
8166,281,600,1
8167,2810,2817,1
8168,2810,2868,1
8169,2810,2938,1
8170,2810,2990,1
8171,2810,2997,1
8172,2810,3034,1
8173,2810,3130,1
8174,2810,3148,1
8175,2810,3214,1
8176,2810,3293,1
8177,2810,3310,1
8178,2810,3556,1
8179,2810,3619,1
8180,2810,3694,1
8181,2810,3706,1
8182,2810,3734,1
8183,2810,3785,1
8184,2810,3891,1
8185,2810,3975,1
8186,2811,3296,1
8187,2811,3577,1
8188,2811,3688,1
8189,2812,2900,1
8190,2813,2899,1
8191,2813,3543,1
8192,2813,3761,1
8193,2814,3373,1
8194,2814,3844,1
8195,2816,3693,1
8196,2816,3881,1
8197,2817,2868,1
8198,2817,2938,1
8199,2817,2990,1
8200,2817,2992,1
8201,2817,2997,1
8202,2817,3031,1
8203,2817,3034,1
8204,2817,3130,1
8205,2817,3148,1
8206,2817,3214,1
8207,2817,3244,1
8208,2817,3245,1
8209,2817,3556,1
8210,2817,3619,1
8211,2817,3706,1
8212,2817,3734,1
8213,2817,3785,1
8214,2818,3482,1
8215,2819,3457,1
8216,282,1374,1
8217,2820,2909,1
8218,2820,2966,1
8219,2823,3401,1
8220,2823,3570,1
8221,2823,3661,1
8222,2823,3732,1
8223,2823,3832,1
8224,2824,3506,1
8225,2824,3602,1
8226,2824,3689,1
8227,2824,3936,1
8228,2824,4008,1
8229,2825,2868,1
8230,2825,2922,1
8231,2825,3018,1
8232,2825,3305,1
8233,2825,3393,1
8234,2825,3675,1
8235,2826,2914,1
8236,2826,2953,1
8237,2826,3247,1
8238,2826,3308,1
8239,2826,3688,1
8240,2826,3717,1
8241,2826,3935,1
8242,2828,3495,1
8243,2830,3354,1
8244,2832,2982,1
8245,2832,3165,1
8246,2833,3437,1
8247,2833,3578,1
8248,2833,3730,1
8249,2834,3092,1
8250,2834,3725,1
8251,2834,3897,1
8252,2835,3205,1
8253,2835,3401,1
8254,2835,3570,1
8255,2836,3690,1
8256,2837,2859,1
8257,2837,2997,1
8258,2839,2965,1
8259,2839,3064,1
8260,2839,3148,1
8261,2839,3338,1
8262,2839,3527,1
8263,2839,3624,1
8264,2839,3955,1
8265,2839,3961,1
8266,2839,4046,1
8267,284,3620,1
8268,284,790,1
8269,2842,2984,1
8270,2842,3161,1
8271,2842,3346,1
8272,2842,3741,1
8273,2843,2861,1
8274,2843,2869,1
8275,2843,2971,1
8276,2843,3247,1
8277,2843,3434,1
8278,2843,3439,1
8279,2843,3454,1
8280,2843,3537,1
8281,2843,3635,1
8282,2844,3467,1
8283,2844,3797,1
8284,2845,3441,1
8285,2845,3706,1
8286,2845,3955,1
8287,2846,3282,1
8288,2846,3319,1
8289,2846,4020,1
8290,2848,3475,1
8291,2848,3553,1
8292,2848,3923,1
8293,2848,3964,1
8294,285,1658,1
8295,285,1682,1
8296,2851,3702,1
8297,2852,2982,1
8298,2852,3165,1
8299,2852,3874,1
8300,2852,3957,1
8301,2855,3297,1
8302,2856,3978,1
8303,2856,4080,1
8304,2857,3267,1
8305,2857,4023,1
8306,2858,2861,1
8307,2858,2886,1
8308,2858,2990,1
8309,2858,3138,1
8310,2858,3549,1
8311,2858,3601,1
8312,2858,3615,1
8313,2858,3630,1
8314,2858,3694,1
8315,2858,3951,1
8316,2858,3984,1
8317,2858,3995,1
8318,2859,3531,1
8319,2859,3619,1
8320,286,1294,1
8321,286,1585,1
8322,286,1642,1
8323,286,2990,1
8324,286,3832,1
8325,2860,3084,1
8326,2860,3088,1
8327,2860,3180,1
8328,2860,3385,1
8329,2860,3955,1
8330,2861,2869,1
8331,2861,2990,1
8332,2861,2997,1
8333,2861,3103,1
8334,2861,3138,1
8335,2861,3162,1
8336,2861,3454,1
8337,2861,3460,1
8338,2861,3474,1
8339,2861,3576,1
8340,2861,3695,1
8341,2861,3712,1
8342,2861,3721,1
8343,2861,3772,1
8344,2861,3810,1
8345,2861,3951,1
8346,2861,3995,1
8347,2862,3094,1
8348,2862,3120,1
8349,2863,2868,1
8350,2863,3155,1
8351,2864,3226,1
8352,2864,3258,1
8353,2864,4069,1
8354,2866,4036,1
8355,2867,3676,1
8356,2868,2914,1
8357,2868,2922,1
8358,2868,2938,1
8359,2868,2990,1
8360,2868,2997,1
8361,2868,3001,1
8362,2868,3018,1
8363,2868,3034,1
8364,2868,3102,1
8365,2868,3130,1
8366,2868,3148,1
8367,2868,3155,1
8368,2868,3214,1
8369,2868,3245,1
8370,2868,3305,1
8371,2868,3320,1
8372,2868,3556,1
8373,2868,3575,1
8374,2868,3619,1
8375,2868,3677,1
8376,2868,3706,1
8377,2868,3712,1
8378,2868,3734,1
8379,2868,3785,1
8380,2868,3789,1
8381,2868,3935,1
8382,2869,3537,1
8383,287,1010,1
8384,287,3482,1
8385,287,3493,1
8386,287,4089,1
8387,2873,2914,1
8388,2873,2917,1
8389,2873,3178,1
8390,2873,3244,1
8391,2873,3619,1
8392,2873,3645,1
8393,2873,3720,1
8394,2873,3766,1
8395,2873,3785,1
8396,2873,3923,1
8397,2873,3978,1
8398,2873,4071,1
8399,2874,3249,1
8400,2874,3259,1
8401,2875,4068,1
