,Author_A,Author_B,count,aa,ra,jc,pa,dc_A,dc_B,sh_path,label
6625,2345,2930,3,2.525658753,0.690909091,0.333333333,84,0.001738123,0.00405562,1,1
6626,2345,3027,5,2.487549543,0.671428571,0.416666667,66,0.001738123,0.003186559,1,1
6627,2345,3528,3,2.470287453,0.662337662,0.454545455,60,0.001738123,0.002896871,1,1
6628,2345,3864,1,1.788360682,0.429004329,0.5,36,0.001738123,0.001738123,1,1
6629,2346,2664,11,2.404491735,0.75,0.272727273,49,0.00202781,0.00202781,1,1
6630,2346,2729,5,0.513898342,0.142857143,0.071428571,56,0.00202781,0.002317497,1,1
6631,2346,2784,1,1.000258116,0.271428571,0.2,35,0.00202781,0.001448436,1,1
6632,2347,3970,1,1.391137574,0.458333333,0.5,9,0.000869061,0.000869061,1,1
6633,2348,2642,1,1.531574161,0.533333333,0.4,12,0.000869061,0.001158749,1,1
6634,2348,2968,1,1.342682455,0.45,0.5,9,0.000869061,0.000869061,1,1
6635,2349,2907,4,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
6636,2349,3846,2,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
6637,235,2067,3,1.442695041,0.5,0.043478261,44,0.000579374,0.006373117,1,1
6638,235,342,1,0.323515453,0.045454545,0.333333333,4,0.000579374,0.000579374,1,1
6639,2350,2434,1,1.539188449,0.437943262,0.5,20,0.001448436,0.001158749,1,1
6640,2350,3817,1,1.539188449,0.437943262,0.5,20,0.001448436,0.001158749,1,1
6641,2354,2518,2,0.612656055,0.088159032,0.018018018,330,0.000869061,0.031865585,1,1
6642,2354,2864,1,0.435529024,0.020326864,0.142857143,39,0.000869061,0.003765933,1,1
6643,2355,2832,1,1.164476894,0.232905983,0.333333333,35,0.00202781,0.001448436,1,1
6644,2355,2982,1,0.928262611,0.238461538,0.117647059,84,0.00202781,0.003476246,1,1
6645,2355,3165,8,3.1518766,0.875396825,0.222222222,182,0.00202781,0.007531866,1,1
6646,2355,3572,1,0.76204729,0.14957265,0.25,21,0.00202781,0.000869061,1,1
6647,2357,2369,2,3.38896324,0.771431785,0.258064516,378,0.00608343,0.005214368,1,1
6648,2357,2421,2,3.870993087,0.912856047,0.36,273,0.00608343,0.003765933,1,1
6649,2357,2548,1,2.88076457,0.64682861,0.225806452,357,0.00608343,0.004924681,1,1
6650,2357,2556,2,1.430213665,0.268472652,0.181818182,105,0.00608343,0.001448436,1,1
6651,2357,2724,1,0.720445467,0.127946128,0.064516129,252,0.00608343,0.003476246,1,1
6652,2357,3006,1,1.7321026,0.408794422,0.166666667,147,0.00608343,0.00202781,1,1
6653,2357,3346,1,0.664778823,0.103238866,0.076923077,147,0.00608343,0.00202781,1,1
6654,2357,3741,10,6.839734196,1.830130001,0.311111111,798,0.00608343,0.011008111,1,1
6655,2358,3889,2,0,0,0,2,0.000289687,0.000579374,1,1
6656,2359,3587,1,0,0,0,11,0.000289687,0.003186559,1,1
6657,236,1074,1,9.933194179,0.692818649,0.460674157,3901,0.013615295,0.024044032,1,1
6658,236,1139,1,9.554051173,0.623707422,0.526315789,3243,0.013615295,0.019988413,1,1
6659,236,1173,1,9.571139178,0.627783509,0.388349515,4512,0.013615295,0.027809965,1,1
6660,236,1178,1,9.54792964,0.622071143,0.579710145,2914,0.013615295,0.017960603,1,1
6661,236,1208,1,9.557890017,0.624686662,0.49382716,3478,0.013615295,0.021436848,1,1
6662,236,1239,1,9.52597114,0.615472903,0.784313725,2068,0.013615295,0.012746234,1,1
6663,236,1310,1,9.566309887,0.626705923,0.425531915,4089,0.013615295,0.025202781,1,1
6664,236,1343,1,9.915258547,0.688200176,0.621212121,2820,0.013615295,0.017381228,1,1
6665,236,1451,1,9.534606292,0.618200176,0.701754386,2350,0.013615295,0.014484357,1,1
6666,236,1708,1,9.973065002,0.711007193,0.405940594,4465,0.013615295,0.027520278,1,1
6667,236,1812,1,9.529039254,0.616461045,0.754716981,2162,0.013615295,0.013325608,1,1
6668,236,1972,1,9.579088709,0.629428246,0.330578512,5358,0.013615295,0.033024334,1,1
6669,236,2097,1,0,0,0,47,0.013615295,0.000289687,1,1
6670,236,2220,1,9.529039254,0.616461045,0.754716981,2162,0.013615295,0.013325608,1,1
6671,236,2229,1,9.538357862,0.619332251,0.666666667,2491,0.013615295,0.015353418,1,1
6672,236,2397,1,9.530498208,0.61692358,0.740740741,2209,0.013615295,0.013615295,1,1
6673,236,2398,1,9.538357862,0.619332251,0.666666667,2491,0.013615295,0.015353418,1,1
6674,236,241,1,2.215655101,0.562048193,0.087719298,705,0.013615295,0.004345307,1,1
6675,236,2457,1,9.540685996,0.620018357,0.64516129,2585,0.013615295,0.015932793,1,1
6676,236,2481,1,9.562023599,0.625700176,0.459770115,3760,0.013615295,0.023174971,1,1
6677,236,2518,1,9.577484296,0.629109266,0.341880342,5170,0.013615295,0.031865585,1,1
6678,236,2575,1,9.538357862,0.619332251,0.666666667,2491,0.013615295,0.015353418,1,1
6679,236,2593,1,9.527531199,0.615977953,0.769230769,2115,0.013615295,0.013035921,1,1
6680,236,267,1,9.520946002,0.613809932,0.833333333,1927,0.013615295,0.011877173,1,1
6681,236,2736,1,0,0,0,94,0.013615295,0.000579374,1,1
6682,236,2773,1,9.563302322,0.626005054,0.449438202,3854,0.013615295,0.023754345,1,1
6683,236,2868,1,9.574915023,0.628584791,0.36036036,4888,0.013615295,0.030127462,1,1
6684,236,2914,1,9.562023599,0.625700176,0.459770115,3760,0.013615295,0.023174971,1,1
6685,236,2997,1,9.571139178,0.627783509,0.388349515,4512,0.013615295,0.027809965,1,1
6686,236,3034,1,9.575794489,0.628766213,0.353982301,4982,0.013615295,0.030706837,1,1
6687,236,3102,1,9.534606292,0.618200176,0.701754386,2350,0.013615295,0.014484357,1,1
6688,236,3148,1,9.574011023,0.628396254,0.366972477,4794,0.013615295,0.029548088,1,1
6689,236,3179,1,1.493046498,0.4,0.06122449,235,0.013615295,0.001448436,1,1
6690,236,3245,1,9.529039254,0.616461045,0.754716981,2162,0.013615295,0.013325608,1,1
6691,236,3444,1,1.93154494,0.527192982,0.072727273,564,0.013615295,0.003476246,1,1
6692,236,3574,1,1.393033912,0.35,0.0625,188,0.013615295,0.001158749,1,1
6693,236,3619,1,9.57622538,0.628854381,0.350877193,5029,0.013615295,0.030996524,1,1
6694,236,3677,1,9.559320735,0.625042281,0.481927711,3572,0.013615295,0.022016222,1,1
6695,236,3712,1,9.531910744,0.617366842,0.727272727,2256,0.013615295,0.013904983,1,1
6696,236,3789,1,9.537143641,0.618969406,0.677966102,2444,0.013615295,0.015063731,1,1
6697,236,3935,1,9.54792964,0.622071143,0.579710145,2914,0.013615295,0.017960603,1,1
6698,236,447,1,9.538357862,0.619332251,0.666666667,2491,0.013615295,0.015353418,1,1
6699,236,628,1,9.546971229,0.621806733,0.588235294,2867,0.013615295,0.017670915,1,1
6700,2361,3187,4,1.822587326,0.450396825,0.097560976,200,0.001448436,0.011587486,1,1
6701,2362,2573,1,0.296974204,0.034482759,0.1,28,0.001158749,0.00202781,1,1
6702,2362,2768,1,1.018321725,0.284482759,0.222222222,28,0.001158749,0.00202781,1,1
6703,2363,3414,1,1.707022324,0.387827858,0.5,35,0.00202781,0.001448436,1,1
6704,2363,4036,2,2.769537122,0.69929972,0.5,77,0.00202781,0.003186559,1,1
6705,2364,2457,1,0.262697311,0.022222222,0.015873016,495,0.002607184,0.015932793,1,1
6706,2364,2593,1,0.900078302,0.113419913,0.058823529,405,0.002607184,0.013035921,1,1
6707,2364,3054,2,0,0,0,45,0.002607184,0.001448436,1,1
6708,2364,3978,1,0.631966684,0.088888889,0.047619048,315,0.002607184,0.01013905,1,1
6709,2367,3027,1,0.318928989,0.043478261,0.076923077,33,0.000869061,0.003186559,1,1
6710,2367,3327,6,1.859727432,0.590909091,0.083333333,69,0.000869061,0.006662804,1,1
6711,2369,2421,2,2.021034246,0.4365722,0.192307692,234,0.005214368,0.003765933,1,1
6712,2369,2669,1,0.797476834,0.172268908,0.1,72,0.005214368,0.001158749,1,1
6713,2369,3006,1,0.993237562,0.150857914,0.136363636,126,0.005214368,0.00202781,1,1
6714,2369,3570,4,3.307512948,0.973809524,0.130434783,612,0.005214368,0.009849363,1,1
6715,2369,3598,3,1.976922396,0.538935574,0.142857143,252,0.005214368,0.00405562,1,1
6716,2369,3741,3,3.022567279,0.701465201,0.142857143,684,0.005214368,0.011008111,1,1
6717,2369,3816,3,1.797734951,0.443697479,0.2,108,0.005214368,0.001738123,1,1
6718,2369,3880,1,0,0,0,18,0.005214368,0.000289687,1,1
6719,237,1327,1,1.227013667,0.276443682,0.052631579,324,0.001738123,0.015643105,1,1
6720,237,2101,1,0.808801025,0.185185185,0.133333333,66,0.001738123,0.003186559,1,1
6721,237,2588,1,0.808801025,0.185185185,0.035087719,318,0.001738123,0.015353418,1,1
6722,237,3358,6,1.693511192,0.280927113,0.714285714,36,0.001738123,0.001738123,1,1
6723,237,600,3,0.992405108,0.266666667,0.086956522,114,0.001738123,0.005504056,1,1
6724,237,845,1,0.897733898,0.219298246,0.142857143,60,0.001738123,0.002896871,1,1
6725,2371,2617,1,0.559624039,0.05625,0.040816327,440,0.003186559,0.011587486,1,1
6726,2371,2774,4,3.278275127,0.718220899,0.177777778,462,0.003186559,0.01216686,1,1
6727,2371,2997,1,0.888082778,0.103869048,0.028846154,1056,0.003186559,0.027809965,1,1
6728,2371,3083,1,2.091918399,0.271494709,0.28,231,0.003186559,0.00608343,1,1
6729,2371,3187,10,3.764910846,0.75244709,0.243902439,440,0.003186559,0.011587486,1,1
6730,2371,4015,1,1.552075036,0.21494709,0.227272727,176,0.003186559,0.004634994,1,1
6731,2372,3197,1,0,0,0,112,0.00202781,0.004634994,1,1
6732,2372,3231,1,0.274907578,0.026315789,0.125,14,0.00202781,0.000579374,1,1
6733,2372,3232,7,2.808053881,0.944444444,0.214285714,70,0.00202781,0.002896871,1,1
6734,2372,3313,1,0.434294482,0.1,0.111111111,21,0.00202781,0.000869061,1,1
6735,2372,3534,1,0.434294482,0.1,0.066666667,63,0.00202781,0.002607184,1,1
6736,2376,2662,1,0,0,0,1,0.000289687,0.000289687,1,1
6737,2378,3720,3,0.259730302,0.021276596,0.04,48,0.000579374,0.006952491,1,1
6738,2378,3975,3,0.31465798,0.041666667,0.020833333,94,0.000579374,0.013615295,1,1
6739,2379,2517,1,1.191505641,0.361904762,0.5,9,0.000869061,0.000869061,1,1
6740,238,2049,2,0.417032391,0.090909091,0.2,8,0.000579374,0.001158749,1,1
6741,238,489,1,0.72134752,0.25,0.083333333,22,0.000579374,0.003186559,1,1
6742,2382,2818,1,1.256215483,0.388888889,0.5,9,0.000869061,0.000869061,1,1
6743,2382,3482,1,1.820478453,0.666666667,0.105263158,54,0.000869061,0.005214368,1,1
6744,2383,3003,3,0.558110627,0.166666667,0.1,18,0.000579374,0.002607184,1,1
6745,2383,3397,1,0.455119613,0.111111111,0.142857143,12,0.000579374,0.001738123,1,1
6746,2385,2537,2,1.442695041,0.5,0.05,108,0.003476246,0.002607184,1,1
6747,2385,2677,1,1.891470965,0.483766234,0.121212121,300,0.003476246,0.007242178,1,1
6748,2385,3365,1,1.799708828,0.4404329,0.2,144,0.003476246,0.003476246,1,1
6749,2385,3501,2,0,0,0,12,0.003476246,0.000289687,1,1
6750,239,1312,1,0.947981872,0.243589744,0.064516129,140,0.001448436,0.00811124,1,1
6751,239,2175,1,0.689972874,0.112637363,0.222222222,30,0.001448436,0.001738123,1,1
6752,239,2276,5,0.910239227,0.333333333,0.166666667,10,0.001448436,0.000579374,1,1
6753,2391,2742,4,1.442695041,0.5,0.166666667,10,0.000579374,0.001448436,1,1
6754,2391,3465,2,0.621334935,0.2,0.333333333,4,0.000579374,0.000579374,1,1
6755,2392,2410,1,1.040276509,0.293478261,0.222222222,24,0.002317497,0.000869061,1,1
6756,2392,2899,8,4.494176523,1.45,0.291666667,184,0.002317497,0.006662804,1,1
6757,2392,3842,5,1.85050315,0.576811594,0.333333333,32,0.002317497,0.001158749,1,1
6758,2394,2547,7,0.910239227,0.333333333,0.125,14,0.00202781,0.000579374,1,1
6759,2394,3321,1,0.558110627,0.166666667,0.066666667,63,0.00202781,0.002607184,1,1
6760,2395,2398,1,0.621334935,0.2,0.016949153,371,0.00202781,0.015353418,1,1
6761,2395,3197,1,0,0,0,112,0.00202781,0.004634994,1,1
6762,2395,3317,1,1.78344481,0.552201258,0.333333333,35,0.00202781,0.001448436,1,1
6763,2395,3322,1,0.982008695,0.2625,0.111111111,91,0.00202781,0.003765933,1,1
6764,2395,3989,2,2.282119167,0.67275641,0.5,35,0.00202781,0.001448436,1,1
6765,2397,2398,1,9.538357862,0.619332251,0.666666667,2491,0.013615295,0.015353418,1,1
6766,2397,2457,1,9.540685996,0.620018357,0.64516129,2585,0.013615295,0.015932793,1,1
6767,2397,2481,1,9.562023599,0.625700176,0.459770115,3760,0.013615295,0.023174971,1,1
6768,2397,2489,1,0.215313487,0.009615385,0.020833333,94,0.013615295,0.000579374,1,1
6769,2397,2518,1,9.577484296,0.629109266,0.341880342,5170,0.013615295,0.031865585,1,1
6770,2397,2575,1,9.538357862,0.619332251,0.666666667,2491,0.013615295,0.015353418,1,1
6771,2397,2593,1,9.527531199,0.615977953,0.769230769,2115,0.013615295,0.013035921,1,1
6772,2397,2700,2,0.910239227,0.333333333,0.02,188,0.013615295,0.001158749,1,1
6773,2397,2773,1,9.563302322,0.626005054,0.449438202,3854,0.013615295,0.023754345,1,1
6774,2397,2810,1,1.737124915,0.08018854,0.090909091,2303,0.013615295,0.01419467,1,1
6775,2397,2868,4,11.27455924,1.148992954,0.385321101,4888,0.013615295,0.030127462,1,1
6776,2397,2914,1,9.562023599,0.625700176,0.459770115,3760,0.013615295,0.023174971,1,1
6777,2397,2997,1,9.828088349,0.648191672,0.401960784,4512,0.013615295,0.027809965,1,1
6778,2397,3034,1,9.83274366,0.649174377,0.366071429,4982,0.013615295,0.030706837,1,1
6779,2397,3102,1,9.534606292,0.618200176,0.701754386,2350,0.013615295,0.014484357,1,1
6780,2397,3148,1,9.830960194,0.648804417,0.37962963,4794,0.013615295,0.029548088,1,1
6781,2397,3245,1,9.529039254,0.616461045,0.754716981,2162,0.013615295,0.013325608,1,1
6782,2397,3522,2,0,0,0,188,0.013615295,0.001158749,1,1
6783,2397,3619,1,9.833174551,0.649262544,0.362831858,5029,0.013615295,0.030996524,1,1
6784,2397,3677,1,9.559320735,0.625042281,0.481927711,3572,0.013615295,0.022016222,1,1
6785,2397,3712,1,9.531910744,0.617366842,0.727272727,2256,0.013615295,0.013904983,1,1
6786,2397,3789,1,9.537143641,0.618969406,0.677966102,2444,0.013615295,0.015063731,1,1
6787,2397,3935,1,9.54792964,0.622071143,0.579710145,2914,0.013615295,0.017960603,1,1
6788,2398,2457,1,9.548545649,0.622427029,0.588235294,2915,0.015353418,0.015932793,1,1
6789,2398,2481,1,9.569883252,0.628108847,0.430107527,4240,0.015353418,0.023174971,1,1
6790,2398,2518,1,9.58534395,0.631517938,0.325203252,5830,0.015353418,0.031865585,1,1
6791,2398,2575,1,9.546217515,0.621740922,0.606060606,2809,0.015353418,0.015353418,1,1
6792,2398,2593,1,9.535390853,0.618386625,0.689655172,2385,0.015353418,0.013035921,1,1
6793,2398,2773,1,9.846069554,0.654729514,0.436170213,4346,0.015353418,0.023754345,1,1
6794,2398,2868,1,10.31929524,0.775993462,0.365217391,5512,0.015353418,0.030127462,1,1
6795,2398,2914,1,10.10041305,0.674424636,0.461538462,4240,0.015353418,0.023174971,1,1
6796,2398,2938,3,2.979453518,0.264837663,0.131868132,2650,0.015353418,0.014484357,1,1
6797,2398,2997,1,9.83462105,0.65019218,0.37962963,5088,0.015353418,0.027809965,1,1
6798,2398,3034,1,9.839276361,0.651174884,0.347457627,5618,0.015353418,0.030706837,1,1
6799,2398,3102,1,9.542465945,0.620608847,0.634920635,2650,0.015353418,0.014484357,1,1
6800,2398,3148,1,9.837492895,0.650804925,0.359649123,5406,0.015353418,0.029548088,1,1
6801,2398,3244,1,2.184365334,0.241554513,0.096385542,2014,0.015353418,0.011008111,1,1
6802,2398,3245,1,9.811806485,0.645185506,0.706896552,2438,0.015353418,0.013325608,1,1
6803,2398,3317,3,0.513898342,0.142857143,0.01754386,265,0.015353418,0.001448436,1,1
6804,2398,3619,1,9.839707252,0.651263052,0.344537815,5671,0.015353418,0.030996524,1,1
6805,2398,3677,1,10.32298631,0.778766741,0.482758621,4028,0.015353418,0.022016222,1,1
6806,2398,3712,2,10.07030019,0.666091303,0.711864407,2544,0.015353418,0.013904983,1,1
6807,2398,3789,1,9.545003294,0.621378078,0.615384615,2756,0.015353418,0.015063731,1,1
6808,2398,3935,1,9.555789293,0.624479814,0.533333333,3286,0.015353418,0.017960603,1,1
6809,24,1821,4,0.480898347,0.125,0.166666667,12,0.001158749,0.000869061,1,1
6810,24,2940,5,0.910239227,0.333333333,0.058823529,56,0.001158749,0.00405562,1,1
6811,24,3199,1,0.378923182,0.071428571,0.166666667,12,0.001158749,0.000869061,1,1
6812,24,3413,4,0.910239227,0.333333333,0.090909091,32,0.001158749,0.002317497,1,1
6813,2401,3695,2,0,0,0,44,0.000579374,0.006373117,1,1
6814,2401,3763,1,0,0,0,2,0.000579374,0.000289687,1,1
6815,2402,3005,1,1.391137574,0.458333333,0.068965517,240,0.004345307,0.004634994,1,1
6816,2402,3587,4,0,0,0,165,0.004345307,0.003186559,1,1
6817,2402,3836,1,0.870769592,0.201923077,0.111111111,75,0.004345307,0.001448436,1,1
6818,2402,3973,1,0.982008695,0.2625,0.125,45,0.004345307,0.000869061,1,1
6819,2402,4011,1,0.621334935,0.2,0.0625,30,0.004345307,0.000579374,1,1
6820,2403,2495,2,1.494128587,0.402777778,0.111111111,221,0.003765933,0.004924681,1,1
6821,2403,2772,1,1.662288153,0.510526316,0.08,182,0.003765933,0.00405562,1,1
6822,2403,2892,1,0.833854471,0.183823529,0.117647059,78,0.003765933,0.001738123,1,1
6823,2403,2893,1,0.519694741,0.046240602,0.117647059,78,0.003765933,0.001738123,1,1
6824,2403,3070,1,0,0,0,91,0.003765933,0.00202781,1,1
6825,2403,3239,1,0.455119613,0.111111111,0.071428571,26,0.003765933,0.000579374,1,1
6826,2403,3253,1,0.91106675,0.225490196,0.105263158,104,0.003765933,0.002317497,1,1
6827,2403,3737,1,0,0,0,65,0.003765933,0.001448436,1,1
6828,2403,3979,1,0.378923182,0.071428571,0.071428571,26,0.003765933,0.000579374,1,1
6829,2404,3196,1,0,0,0,60,0.000289687,0.017381228,1,1
6830,2405,3165,1,0,0,0,26,0.000289687,0.007531866,1,1
6831,2406,3471,1,0,0,0,5,0.000289687,0.001448436,1,1
6832,2407,3568,2,2.114506667,0.61036036,0.666666667,25,0.001448436,0.001448436,1,1
6833,2407,3591,1,1.456383455,0.393693694,0.5,20,0.001448436,0.001158749,1,1
6834,2408,2709,1,6.144356605,0.502233421,0.727272727,800,0.007242178,0.009269988,1,1
6835,2408,3004,1,6.157988035,0.507167631,0.615384615,950,0.007242178,0.011008111,1,1
6836,2408,3034,1,6.218461591,0.524049459,0.224299065,2650,0.007242178,0.030706837,1,1
6837,2408,3196,1,6.188656276,0.516816754,0.393442623,1500,0.007242178,0.017381228,1,1
6838,2408,3326,1,6.135921408,0.499000662,0.8,725,0.007242178,0.008400927,1,1
6839,2408,3564,1,6.179810743,0.514252652,0.452830189,1300,0.007242178,0.015063731,1,1
6840,2408,3677,1,6.201987838,0.520325526,0.311688312,1900,0.007242178,0.022016222,1,1
6841,2408,3906,1,6.135921408,0.499000662,0.8,725,0.007242178,0.008400927,1,1
6842,2409,2560,3,1.24529171,0.165312279,0.153846154,161,0.006662804,0.00202781,1,1
6843,2409,2773,1,3.921508424,0.502529058,0.141304348,1886,0.006662804,0.023754345,1,1
6844,2409,2960,1,3.653716318,0.476540486,0.266666667,782,0.006662804,0.009849363,1,1
6845,2409,2980,1,3.568025437,0.439285584,0.461538462,345,0.006662804,0.004345307,1,1
6846,2409,3196,1,3.693055474,0.489285584,0.169014085,1380,0.006662804,0.017381228,1,1
6847,2409,3389,1,3.613779357,0.460497705,0.363636364,506,0.006662804,0.006373117,1,1
6848,2409,3728,1,3.568025437,0.439285584,0.461538462,345,0.006662804,0.004345307,1,1
6849,2409,3845,1,1.310446054,0.219656284,0.111111111,391,0.006662804,0.004924681,1,1
6850,241,1074,3,1.348446353,0.13258612,0.053763441,1245,0.004345307,0.024044032,1,1
6851,241,1142,1,1.023764539,0.283333333,0.090909091,135,0.004345307,0.002607184,1,1
6852,241,1343,1,0.846707767,0.095824789,0.041666667,900,0.004345307,0.017381228,1,1
6853,241,1999,1,0.248425498,0.017857143,0.037037037,195,0.004345307,0.003765933,1,1
6854,241,2186,2,1.418981718,0.155128531,0.119047619,480,0.004345307,0.009269988,1,1
6855,241,2215,1,1.430582832,0.159351504,0.106382979,555,0.004345307,0.010718424,1,1
6856,241,2526,4,2.219819611,0.235926724,0.347826087,240,0.004345307,0.004634994,1,1
6857,241,2743,1,1.838865299,0.244711864,0.12244898,600,0.004345307,0.011587486,1,1
6858,241,3179,4,1.83862704,0.46572104,0.25,75,0.004345307,0.001448436,1,1
6859,241,3444,5,2.689291161,0.669887707,0.285714286,180,0.004345307,0.003476246,1,1
6860,241,3574,1,1.283494841,0.304609929,0.1875,60,0.004345307,0.001158749,1,1
6861,241,806,2,1.432613148,0.160062741,0.104166667,570,0.004345307,0.011008111,1,1
6862,241,873,1,0.851552405,0.103256984,0.044117647,840,0.004345307,0.01622248,1,1
6863,2410,2899,1,1.202245867,0.375,0.083333333,69,0.000869061,0.006662804,1,1
6864,2410,3842,1,0.799827336,0.168478261,0.4,12,0.000869061,0.001158749,1,1
6865,2411,2860,1,0,0,0,15,0.000289687,0.004345307,1,1
6866,2412,2984,3,3.199263252,1.042857143,0.153846154,125,0.001448436,0.007242178,1,1
6867,2412,3299,1,1.445900744,0.382857143,0.428571429,25,0.001448436,0.001448436,1,1
6868,2414,2568,4,2.687563687,0.646367521,0.4,98,0.00202781,0.00405562,1,1
6869,2414,3494,2,2.027477895,0.426129426,0.625,42,0.00202781,0.001738123,1,1
6870,2414,3649,2,2.697217496,0.651129426,0.375,105,0.00202781,0.004345307,1,1
6871,2414,3760,3,2.632192387,0.617796093,0.545454545,70,0.00202781,0.002896871,1,1
6872,2417,2706,1,2.154588579,0.624242424,0.111111111,175,0.001448436,0.01013905,1,1
6873,2417,3101,1,1.877744367,0.486147186,0.571428571,30,0.001448436,0.001738123,1,1
6874,2417,3489,1,1.877744367,0.486147186,0.571428571,30,0.001448436,0.001738123,1,1
6875,2418,3024,1,0.434294482,0.1,0.125,14,0.000579374,0.00202781,1,1
6876,2419,3531,1,0.455119613,0.111111111,0.090909091,20,0.000579374,0.002896871,1,1
6877,242,1074,1,1.327271618,0.424242424,0.023809524,249,0.000869061,0.024044032,1,1
6878,242,2561,3,0.643336096,0.102957284,0.5,9,0.000869061,0.000869061,1,1
6879,242,3587,1,1.136542931,0.345381526,0.166666667,33,0.000869061,0.003186559,1,1
6880,2420,3887,3,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
6881,2421,2548,2,2.365455784,0.387418761,0.304347826,221,0.003765933,0.004924681,1,1
6882,2421,2842,4,2.000081923,0.321700165,0.428571429,91,0.003765933,0.00202781,1,1
6883,2421,2984,1,1.689414456,0.281700165,0.151515152,325,0.003765933,0.007242178,1,1
6884,2421,3006,3,1.670690093,0.379490393,0.25,91,0.003765933,0.00202781,1,1
6885,2421,3161,1,1.696668848,0.284663128,0.142857143,351,0.003765933,0.007821553,1,1
6886,2421,3346,1,1.117264659,0.21679198,0.176470588,91,0.003765933,0.00202781,1,1
6887,2421,3741,7,5.052523134,1.154053485,0.307692308,494,0.003765933,0.011008111,1,1
6888,2423,2588,1,1.442695041,0.5,0.018518519,106,0.000579374,0.015353418,1,1
6889,2425,2442,1,0.916327947,0.226190476,0.133333333,52,0.001158749,0.003765933,1,1
6890,2425,2700,1,0.513898342,0.142857143,0.142857143,16,0.001158749,0.001158749,1,1
6891,2426,2462,1,0.928502662,0.125732601,0.142857143,119,0.00202781,0.004924681,1,1
6892,2426,2617,4,2.172483631,0.511757388,0.119047619,280,0.00202781,0.011587486,1,1
6893,2426,2783,4,1.801826768,0.440966387,0.25,91,0.00202781,0.003765933,1,1
6894,2426,2843,1,1.265783049,0.179614531,0.088888889,294,0.00202781,0.01216686,1,1
6895,2428,3967,2,0.333808201,0.05,0.166666667,10,0.000579374,0.001448436,1,1
6896,243,1256,1,1.876989523,0.6,0.6,16,0.001158749,0.001158749,1,1
6897,243,3055,1,1.876989523,0.6,0.6,16,0.001158749,0.001158749,1,1
6898,2430,3789,1,0,0,0,52,0.000289687,0.015063731,1,1
6899,2434,3817,1,1.439175863,0.387943262,0.6,16,0.001158749,0.001158749,1,1
6900,2435,3262,1,0.910239227,0.333333333,0.333333333,4,0.000579374,0.000579374,1,1
6901,2435,3641,1,1.442695041,0.5,0.25,6,0.000579374,0.000869061,1,1
6902,2436,2477,2,0.417032391,0.090909091,0.0625,30,0.004345307,0.000579374,1,1
6903,2436,2682,1,0.686314899,0.115299335,0.0625,285,0.004345307,0.005504056,1,1
6904,2436,2982,1,0.910239227,0.333333333,0.038461538,180,0.004345307,0.003476246,1,1
6905,2436,3046,1,1.038367326,0.290909091,0.125,45,0.004345307,0.000869061,1,1
6906,2436,3603,2,0.417032391,0.090909091,0.0625,30,0.004345307,0.000579374,1,1
6907,2436,3872,6,0.417032391,0.090909091,0.058823529,45,0.004345307,0.000869061,1,1
6908,2436,4044,3,0.402429604,0.083333333,0.058823529,45,0.004345307,0.000869061,1,1
6909,2437,2714,1,0,0,0,2,0.000579374,0.000289687,1,1
6910,2438,2518,1,1.604403562,0.351793868,0.035087719,880,0.002317497,0.031865585,1,1
6911,2438,2855,1,1.025961877,0.180519481,0.272727273,48,0.002317497,0.001738123,1,1
6912,2438,2861,3,1.095911929,0.218614719,0.038461538,584,0.002317497,0.021147161,1,1
6913,2438,3167,1,0,0,0,8,0.002317497,0.000289687,1,1
6914,2438,3576,1,0.746973614,0.156555773,0.095238095,120,0.002317497,0.004345307,1,1
6915,2439,2859,3,1.306851998,0.313492063,0.1,252,0.00608343,0.003476246,1,1
6916,2439,2932,1,4.734974832,0.65292816,0.625,378,0.00608343,0.005214368,1,1
6917,2439,3019,1,4.720277328,0.645983716,0.681818182,336,0.00608343,0.004634994,1,1
6918,2439,3141,1,4.720277328,0.645983716,0.681818182,336,0.00608343,0.004634994,1,1
6919,2439,3302,1,4.747142888,0.658483716,0.576923077,420,0.00608343,0.005793743,1,1
6920,2439,3428,1,0.513898342,0.142857143,0.045454545,42,0.00608343,0.000579374,1,1
6921,2439,3577,1,4.816693718,0.685756443,0.3,924,0.00608343,0.012746234,1,1
6922,2439,3974,1,4.770283621,0.668483716,0.483870968,525,0.00608343,0.007242178,1,1
6923,2440,3772,3,0,0,0,16,0.000289687,0.004634994,1,1
6924,2441,2774,1,0.558110627,0.166666667,0.023255814,84,0.000579374,0.01216686,1,1
6925,2441,3986,1,0.267546386,0.023809524,0.142857143,12,0.000579374,0.001738123,1,1
6926,2442,2773,1,2.625141877,0.411058857,0.091954023,1066,0.003765933,0.023754345,1,1
6927,2442,3713,1,2.528552612,0.377799434,0.296296296,286,0.003765933,0.006373117,1,1
6928,2442,3935,1,2.609769194,0.407124947,0.119402985,806,0.003765933,0.017960603,1,1
6929,2445,3502,1,0.455119613,0.111111111,0.333333333,4,0.000579374,0.000579374,1,1
6930,2446,2596,1,0.274907578,0.026315789,0.016949153,371,0.015353418,0.00202781,1,1
